gene_name	zscore	pvalue	disease_id	tissue	entrezgene
ROCK2	-0.6399194602372285	0.5222249616104427	C0027662	Thyroid	hsa:9475
FAM228A	0.6395290644572339	0.5224788122657149	C0027662	Thyroid	hsa:653140
CPXM1	0.6373190999102876	0.5239170122859261	C0027662	Thyroid	hsa:56265
WDR24	0.6363111138343812	0.5245736625255629	C0027662	Thyroid	hsa:84219
MRPS25	-0.6342655147576417	0.5259075580352885	C0027662	Thyroid	hsa:64432
BAIAP3	0.6342036408990441	0.5259479317792284	C0027662	Thyroid	hsa:8938
IDH3B	0.6329259872436523	0.5267819764915886	C0027662	Thyroid	hsa:3420
CHID1	-0.6308203339576721	0.5281580063785508	C0027662	Thyroid	hsa:66005
NARFL	0.6291278436864096	0.5292653631368753	C0027662	Thyroid	hsa:64428
FBLIM1	0.6283085942268372	0.5298018027286955	C0027662	Thyroid	hsa:54751
DEFA3	0.6280234148369185	0.5299886012857553	C0027662	Thyroid	hsa:1668
DDI2	0.6271095791020922	0.5305874084437123	C0027662	Thyroid	hsa:84301
PNP	-0.6249496340751647	0.5320041148790284	C0027662	Thyroid	hsa:4860
SEPT5	0.6238136532694109	0.5327499720327085	C0027662	Thyroid	hsa:5413
AKR1C3	-0.6223920583724976	0.5336841011767597	C0027662	Thyroid	hsa:8644
TMEM230	-0.6222721307984616	0.5337629433494309	C0027662	Thyroid	hsa:29058
NUDT1	-0.6221280097961426	0.5338576984262465	C0027662	Thyroid	hsa:4521
TEP1	-0.6220969694195817	0.5338781076205237	C0027662	Thyroid	hsa:7011
SH3YL1	0.6206949949264526	0.5348003231765128	C0027662	Thyroid	hsa:26751
AP2A2	-0.6163347616579773	0.5376736007469797	C0027662	Thyroid	hsa:161
ABHD4	-0.6162211514131621	0.5377485703750622	C0027662	Thyroid	hsa:63874
DOCK8	-0.6162198434616336	0.5377494335024324	C0027662	Thyroid	hsa:81704
HUS1B	-0.615348756313324	0.5383244251432858	C0027662	Thyroid	hsa:135458
RER1	-0.6153185529543068	0.5383443674619135	C0027662	Thyroid	hsa:11079
PIK3CD	0.6149799227714537	0.5385679795850636	C0027662	Thyroid	hsa:5293
UBE2QL1	-0.6142674684524536	0.5390385959672649	C0027662	Thyroid	hsa:134111
NCAPD2	-0.6126515948541865	0.5401067351138986	C0027662	Thyroid	hsa:9918
TRIM22	0.6111126692292875	0.5411249930288957	C0027662	Thyroid	hsa:10346
ADRA1D	-0.6095277721951706	0.5421746701763679	C0027662	Thyroid	hsa:146
PDDC1	-0.6091188192367554	0.542445684408597	C0027662	Thyroid	hsa:347862
WNK1	-0.6079312562942505	0.5432330681960151	C0027662	Thyroid	hsa:65125
TSPAN9	-0.6034996454971356	0.5461763512831388	C0027662	Thyroid	hsa:10867
THAP3	0.6010287615468399	0.5478208298626845	C0027662	Thyroid	hsa:90326
ZMYM5	-0.5990473031997681	0.5491413409315349	C0027662	Thyroid	hsa:9205
CELA2A	-0.5989544987678529	0.5492032274279199	C0027662	Thyroid	hsa:63036
PSPC1	-0.5983946919441223	0.54957660671932	C0027662	Thyroid	hsa:55269
FBXO44	0.5979157849836306	0.5498961268051031	C0027662	Thyroid	hsa:93611
DMRT3	-0.5976405712854661	0.5500797869755658	C0027662	Thyroid	hsa:58524
MFSD2B	0.5969239473342896	0.5505581580858523	C0027662	Thyroid	hsa:388931
DPH1	0.5967197363813358	0.5506945133932621	C0027662	Thyroid	hsa:1801
PMS2	0.5952242811453498	0.5516935617821526	C0027662	Thyroid	hsa:5395
LMO1	0.5946086049079895	0.5521051268317014	C0027662	Thyroid	hsa:4004
ACP1	0.5941858352739056	0.5523878256388901	C0027662	Thyroid	hsa:52
MYBBP1A	0.5928307820038965	0.5532944050133223	C0027662	Thyroid	hsa:10514
STK32B	0.5920908451080323	0.55378975701852	C0027662	Thyroid	hsa:55351
NEDD9	0.5894228816032411	0.5555776307737643	C0027662	Thyroid	hsa:4739
POMC	0.5884451866149902	0.556233515283697	C0027662	Thyroid	hsa:5443
PGAP2	-0.587333619594574	0.5569796660410424	C0027662	Thyroid	hsa:27315
TBC1D7	0.5871697271559421	0.5570897217555768	C0027662	Thyroid	hsa:51256
C1QTNF9B	-0.5866392850875854	0.5574459924929791	C0027662	Thyroid	hsa:387911
PFN1	-0.5858792869911805	0.5579566374686417	C0027662	Thyroid	hsa:5216
OR52N4	-0.5855369217114118	0.5581867480286185	C0027662	Thyroid	hsa:390072
HSPB7	-0.5847782380633428	0.5586968388670761	C0027662	Thyroid	hsa:27129
NPRL3	0.5809282139601762	0.5612888360894228	C0027662	Thyroid	hsa:8131
MKRN2OS	-0.5798653803869337	0.5620054034081925	C0027662	Thyroid	hsa:100129480
LINC01786	-0.5792533755302429	0.562418220376596	C0027662	Thyroid	hsa:101928895
C1QTNF12	-0.5783410461142604	0.5630338876304399	C0027662	Thyroid	hsa:388581
GEN1	-0.5770700668776548	0.5638921241130743	C0027662	Thyroid	hsa:348654
SLC2A5	-0.575824499130249	0.5647338122787702	C0027662	Thyroid	hsa:6518
KDM4C	0.5751010179519653	0.5652229795360677	C0027662	Thyroid	hsa:23081
MEIOB	-0.574210890703346	0.5658251004752625	C0027662	Thyroid	hsa:254528
KLRD1	-0.5734705924987793	0.5663261049926808	C0027662	Thyroid	hsa:3824
VWA1	-0.5729869088043223	0.5666535578867251	C0027662	Thyroid	hsa:64856
JPH4	0.5724253058433533	0.5670338758395851	C0027662	Thyroid	hsa:84502
TMEM51	0.5719034075737	0.5673874153673403	C0027662	Thyroid	hsa:55092
PEX10	0.5703496956903578	0.5684405411124618	C0027662	Thyroid	hsa:5192
GLIS2-AS1	0.5697891116142272	0.5688207414467535	C0027662	Thyroid	hsa:101926896
CNTN6	-0.5688567680104771	0.5694533461453439	C0027662	Thyroid	hsa:27255
SIGIRR	0.5687808269332355	0.5695048877312503	C0027662	Thyroid	hsa:59307
RHBDL1	0.5679081475820953	0.5700973392772567	C0027662	Thyroid	hsa:9028
APBA2	-0.567762315273285	0.5701963717311516	C0027662	Thyroid	hsa:321
SPSB3	-0.5670130848884583	0.5707052916920816	C0027662	Thyroid	hsa:90864
NME3	0.5660486221313477	0.5713607280669444	C0027662	Thyroid	hsa:4832
MIPEP	0.5658580380937454	0.5714902888709512	C0027662	Thyroid	hsa:4285
NT5C1B	0.5628281831741333	0.5735518871600656	C0027662	Thyroid	hsa:93034
RIC1	0.56155124483002	0.5744218065365685	C0027662	Thyroid	hsa:57589
TNFRSF14	-0.5607245564460756	0.5749853241426381	C0027662	Thyroid	hsa:8764
RPL32	-0.5593204709754958	0.5759430268871506	C0027662	Thyroid	hsa:6161
AC093326.3	-0.5574309229850768	0.5772330427014468	C0027662	Thyroid	hsa:105373352
FAM49A	0.5568575263023376	0.5776247761234587	C0027662	Thyroid	hsa:81553
RAB28	-0.5564979910850525	0.5778704673852475	C0027662	Thyroid	hsa:9364
MKRN2	-0.5561469197273256	0.5781104222417603	C0027662	Thyroid	hsa:23609
PARK7	-0.555616557598114	0.5784730099582183	C0027662	Thyroid	hsa:11315
TNFRSF18	0.5550236442501912	0.5788784879887525	C0027662	Thyroid	hsa:8784
ERRFI1	-0.5547274947166443	0.5790810669421109	C0027662	Thyroid	hsa:54206
ADARB2	0.5527164810202267	0.5804575660976361	C0027662	Thyroid	hsa:105
SPEN	-0.5525465789823989	0.5805739308721946	C0027662	Thyroid	hsa:23013
ZNF12	0.5522135496139526	0.580802052161022	C0027662	Thyroid	hsa:7559
SIRPB1	-0.5521283745765686	0.5808604028206829	C0027662	Thyroid	hsa:10326
FOXF2	-0.5501953240007083	0.5821854104418213	C0027662	Thyroid	hsa:2295
MEGF6	0.5494284033775331	0.5827114862863954	C0027662	Thyroid	hsa:1953
CPSF3	0.548590690537842	0.5832863760195377	C0027662	Thyroid	hsa:51692
HP1BP3	-0.5465429641212305	0.5846927629042082	C0027662	Thyroid	hsa:50809
UNKL	-0.5407236814498902	0.5886980531963889	C0027662	Thyroid	hsa:64718
ARFIP2	0.5392393439407714	0.5897217159356747	C0027662	Thyroid	hsa:23647
ZNF518B	-0.5388615184922488	0.589982411491057	C0027662	Thyroid	hsa:85460
NAT8L	0.5349143989823493	0.5927090510497253	C0027662	Thyroid	hsa:339983
DMRT1	-0.5341747403144838	0.5932206435973241	C0027662	Thyroid	hsa:1761
PAK1IP1	-0.5299032926559448	0.5961789831372142	C0027662	Thyroid	hsa:55003
TMEM55B	-0.5296770930290222	0.5963358327923522	C0027662	Thyroid	hsa:90809
WFIKKN1	0.5292725414270818	0.5966164008006676	C0027662	Thyroid	hsa:117166
UBXN2A	0.5288804769515992	0.5968883659609766	C0027662	Thyroid	hsa:165324
PAM16	0.5278525352478028	0.5976016906986414	C0027662	Thyroid	hsa:51025
RBP5	-0.5273797234211508	0.5979299214037979	C0027662	Thyroid	hsa:83758
RNF151	-0.5260132551193238	0.5988789973316817	C0027662	Thyroid	hsa:146310
KANK1	0.5222131493469027	0.6015219316595823	C0027662	Thyroid	hsa:23189
HPCAL1	0.5212086752636873	0.6022214114218595	C0027662	Thyroid	hsa:3241
UQCR11	0.5211541056632996	0.6022594222315428	C0027662	Thyroid	hsa:10975
PARP4	0.5208626065682096	0.6024624861284629	C0027662	Thyroid	hsa:143
SUN1	-0.5201830267906189	0.6029360142326452	C0027662	Thyroid	hsa:23353
SLX4	0.5191003084182739	0.6036907932766923	C0027662	Thyroid	hsa:84464
CXCL16	-0.5165544748306273	0.6054672024025181	C0027662	Thyroid	hsa:58191
ATRN	-0.5154271721839905	0.6062545488491985	C0027662	Thyroid	hsa:8455
SERPINF1	-0.5092461273949763	0.6105797141904895	C0027662	Thyroid	hsa:5176
NBAS	-0.5085445046424867	0.6110715363962552	C0027662	Thyroid	hsa:51594
SHPK	0.5082586631286007	0.6112719553751027	C0027662	Thyroid	hsa:23729
AJUBA	-0.5064823031425476	0.6125181099443349	C0027662	Thyroid	hsa:84962
MIB2	-0.5058587357149122	0.6129558219798379	C0027662	Thyroid	hsa:142678
ZBTB14	0.504546582698822	0.6138773363039316	C0027662	Thyroid	hsa:7541
RHBDF1	0.501979739843449	0.6156817725616306	C0027662	Thyroid	hsa:64285
CD27	0.497334212064743	0.6189533897465334	C0027662	Thyroid	hsa:939
PQLC3	0.4972736239433289	0.6189961090936378	C0027662	Thyroid	hsa:130814
NRL	0.4933334589004516	0.6217769906153883	C0027662	Thyroid	hsa:4901
C20orf202	0.4921616109472485	0.6226051004254194	C0027662	Thyroid	hsa:400831
FAHD1	0.4913171218889181	0.6232021717645941	C0027662	Thyroid	hsa:81889
RNF212B	-0.4909191429615021	0.6234836370697352	C0027662	Thyroid	hsa:100507650
RCL1	-0.4844104647636413	0.628094593090802	C0027662	Thyroid	hsa:10171
PPP1R3G	0.4843958879648303	0.6281049361591539	C0027662	Thyroid	hsa:648791
TRIM68	-0.4843218922615051	0.6281574414482027	C0027662	Thyroid	hsa:55128
RNF182	0.4801319837570191	0.6311335469677171	C0027662	Thyroid	hsa:221687
KIF17	0.4800746593895879	0.6311743063006079	C0027662	Thyroid	hsa:57576
LUC7L	0.4792762696743012	0.6317421017301147	C0027662	Thyroid	hsa:55692
CLSTN1	-0.4778343737125397	0.632768093648906	C0027662	Thyroid	hsa:22883
C16orf89	0.4775928673668695	0.6329400084897217	C0027662	Thyroid	hsa:146556
RP11-563J2.2	-0.4774774610996246	0.6330221667501046	C0027662	Thyroid	hsa:399715
FBXL14	-0.4752720892429351	0.6345930501946769	C0027662	Thyroid	hsa:144699
PIP5K1C	0.4716638624668121	0.63716673517992	C0027662	Thyroid	hsa:23396
CPTP	-0.4712636172771453	0.6374524936508085	C0027662	Thyroid	hsa:80772
SMPD1	-0.4709057018486306	0.6377080760834504	C0027662	Thyroid	hsa:6609
CRACR2B	0.4701700099413362	0.6382335587051557	C0027662	Thyroid	hsa:283229
NGDN	-0.4690362461440773	0.6390437279965959	C0027662	Thyroid	hsa:25983
HN1L	0.4674051974386108	0.6402100047635064	C0027662	Thyroid	hsa:90861
KLHL21	0.4672173261642455	0.6403443987597102	C0027662	Thyroid	hsa:9903
TAS1R3	-0.4661301374435424	0.6411223523820457	C0027662	Thyroid	hsa:83756
CPZ	0.4655681126488551	0.641524672023625	C0027662	Thyroid	hsa:8532
CLEC2D	0.465364050437293	0.6416707739078445	C0027662	Thyroid	hsa:29121
SPSB1	0.4650684297084809	0.641882453310965	C0027662	Thyroid	hsa:80176
RPUSD1	-0.4645842435686765	0.6422292179573151	C0027662	Thyroid	hsa:113000
CCT5	0.4607547944862285	0.6449745377695115	C0027662	Thyroid	hsa:22948
CDC45	0.4601181149482727	0.6454314421877162	C0027662	Thyroid	hsa:8318
CLDN5	-0.4601181149482727	0.6454314421877162	C0027662	Thyroid	hsa:7122
PELP1	-0.4564238786697387	0.6480851979022033	C0027662	Thyroid	hsa:27043
DEFB1	0.456389456987381	0.6481099458307645	C0027662	Thyroid	hsa:1672
ZNF597	0.4552031751635113	0.6489630764260078	C0027662	Thyroid	hsa:146434
HBQ1	0.4550202982219272	0.6490946358675074	C0027662	Thyroid	hsa:3049
KIDINS220	-0.4547993540763855	0.6492535949943432	C0027662	Thyroid	hsa:57498
FOXC1	-0.4535960853099822	0.6501195716222835	C0027662	Thyroid	hsa:2296
CDK11A	-0.4535187078132804	0.6501752753733743	C0027662	Thyroid	hsa:728642
ACAP3	0.4531935600948278	0.6504093692809181	C0027662	Thyroid	hsa:116983
WIPI2	0.4486217465890486	0.6537045435391027	C0027662	Thyroid	hsa:26100
ADD1	0.4470072554817398	0.6548698212651272	C0027662	Thyroid	hsa:118
ZZEF1	-0.4468782000404916	0.6549630048739292	C0027662	Thyroid	hsa:23140
SLC4A11	0.4466316576677461	0.6551410340661985	C0027662	Thyroid	hsa:83959
PXDN	0.4464711971183207	0.6552569137764208	C0027662	Thyroid	hsa:7837
MSLN	0.4461381711413321	0.6554974414630477	C0027662	Thyroid	hsa:10232
GDF7	0.4457519375443589	0.6557764430602533	C0027662	Thyroid	hsa:151449
NPAP1	-0.4451966070437041	0.6561776785080453	C0027662	Thyroid	hsa:23742
TRAP1	0.444735050201416	0.6565112364405167	C0027662	Thyroid	hsa:10131
ZDHHC11B	0.4442932462036484	0.6568305835301682	C0027662	Thyroid	hsa:653082
SNRNP48	-0.4439932703971863	0.6570474493571951	C0027662	Thyroid	hsa:154007
SIRT6	-0.4438416659832	0.6571570619072866	C0027662	Thyroid	hsa:51548
PWRN3	0.4430135200244775	0.6577559555514998	C0027662	Thyroid	hsa:101928840
LPIN1	0.4426155148171609	0.6580438607869861	C0027662	Thyroid	hsa:23175
FAM173B	0.4423809667341334	0.6582135497124688	C0027662	Thyroid	hsa:134145
IL2RA	0.4421048462390899	0.6584133376711068	C0027662	Thyroid	hsa:3559
CAPN15	-0.4420899280348196	0.658424132485044	C0027662	Thyroid	hsa:6650
REC8	0.441089554596747	0.6591481651518858	C0027662	Thyroid	hsa:9985
ATAD3B	0.4409552054452865	0.6592454263667765	C0027662	Thyroid	hsa:83858
LRRC56	-0.4397347574717832	0.6601292256730007	C0027662	Thyroid	hsa:115399
FKBP1A	0.4377834338681754	0.6615432809517946	C0027662	Thyroid	hsa:2280
GLYR1	-0.4376256763935089	0.6616576550788213	C0027662	Thyroid	hsa:84656
UHRF2	0.4366585108580905	0.6623590223511542	C0027662	Thyroid	hsa:115426
ASCL2	-0.4364832504073652	0.662486149115969	C0027662	Thyroid	hsa:430
TPO	-0.4355110233750975	0.6631915393783034	C0027662	Thyroid	hsa:7173
FAAP20	0.4353951434324902	0.6632756349264721	C0027662	Thyroid	hsa:199990
ZBTB48	0.4341324269771576	0.6641922791472206	C0027662	Thyroid	hsa:3104
EEF2KMT	0.4340407837096801	0.6642588253555953	C0027662	Thyroid	hsa:196483
H6PD	-0.4329836514175309	0.6650266468863615	C0027662	Thyroid	hsa:9563
PUSL1	0.4324595434337025	0.6654074499646832	C0027662	Thyroid	hsa:126789
RDH14	0.4307410120964051	0.6666566947534469	C0027662	Thyroid	hsa:57665
RNASE4	0.430152937153126	0.6670843942041669	C0027662	Thyroid	hsa:6038
TMEM18	-0.4287911972697151	0.6680751855303423	C0027662	Thyroid	hsa:129787
SIRPA	0.4268337786197662	0.669500401477909	C0027662	Thyroid	hsa:140885
CARS	-0.426683478816119	0.6696098855604038	C0027662	Thyroid	hsa:833
AIMP2	0.4261887852654736	0.6699702886984822	C0027662	Thyroid	hsa:7965
RRP8	-0.4258253422560977	0.6702351192346677	C0027662	Thyroid	hsa:23378
SLC2A3	0.4258054725409372	0.6702495989103354	C0027662	Thyroid	hsa:6515
TRIM3	0.4248835727273126	0.6709215504286277	C0027662	Thyroid	hsa:10612
OCM	-0.424107809107026	0.6714871906312975	C0027662	Thyroid	hsa:654231
GHRL	-0.4230605852176236	0.6722510585178074	C0027662	Thyroid	hsa:51738
RRM2	0.4228888154029846	0.6723763834900065	C0027662	Thyroid	hsa:6241
LPCAT3	0.4223773777484894	0.6727495874058794	C0027662	Thyroid	hsa:10162
PABPN1	-0.4221981763839721	0.672880372474461	C0027662	Thyroid	hsa:8106
SRRM2	-0.4209247279696272	0.6738100477410118	C0027662	Thyroid	hsa:23524
NMNAT1	0.4189585149288177	0.6752464512271867	C0027662	Thyroid	hsa:64802
ZNF594	-0.4180731177330017	0.6758936589053309	C0027662	Thyroid	hsa:84622
PRKAR1B	-0.415886207583277	0.6774932725375837	C0027662	Thyroid	hsa:5575
APOB	-0.4148118642252168	0.678279633652741	C0027662	Thyroid	hsa:338
METTL4	-0.4146781924089707	0.678377498712728	C0027662	Thyroid	hsa:64863
DOC2B	0.4146754609006353	0.6783794985867159	C0027662	Thyroid	hsa:8447
CHODL	-0.4142091572284698	0.678720936038512	C0027662	Thyroid	hsa:140578
TBC1D20	0.4138228428007202	0.6790038536233584	C0027662	Thyroid	hsa:128637
PCK2	-0.413773387670517	0.679040075381979	C0027662	Thyroid	hsa:5106
AP5Z1	-0.4132311824236384	0.6794372441033907	C0027662	Thyroid	hsa:9907
ARHGAP28	-0.4125470926515648	0.6799384710901999	C0027662	Thyroid	hsa:79822
NAGPA-AS1	-0.4115347403559314	0.6806804728841962	C0027662	Thyroid	hsa:100507589
CSMD1	-0.409325648544676	0.682300695394656	C0027662	Thyroid	hsa:64478
KCNAB2	-0.4088920759693359	0.6826188644333017	C0027662	Thyroid	hsa:8514
SUMF1	-0.4086522639051277	0.6827948702163431	C0027662	Thyroid	hsa:285362
CENPJ	-0.4073100453202321	0.6837802857933106	C0027662	Thyroid	hsa:55835
SLC25A34	0.406840980052948	0.6841247862184773	C0027662	Thyroid	hsa:284723
ZNF205	0.405720740556717	0.6849478011244964	C0027662	Thyroid	hsa:7755
NYNRIN	-0.405266172421918	0.6852818689298669	C0027662	Thyroid	hsa:57523
DGKQ	-0.4048280069516777	0.6856039404693599	C0027662	Thyroid	hsa:1609
ATP2A3	-0.4025838673114776	0.6872543796851115	C0027662	Thyroid	hsa:489
NCLN	-0.4023094018531947	0.6874563362029245	C0027662	Thyroid	hsa:56926
CLCN7	0.4011211989144789	0.6883308939405893	C0027662	Thyroid	hsa:1186
RP11-134O21.1	-0.3996657838485448	0.6894026968878519	C0027662	Thyroid	hsa:101927815
C1RL	-0.398420555312306	0.6903202084877025	C0027662	Thyroid	hsa:51279
MGRN1	-0.3981504924508922	0.690519256829232	C0027662	Thyroid	hsa:23295
GGT6	0.3979884846788148	0.6906386740355915	C0027662	Thyroid	hsa:124975
CREBBP	0.397856742143631	0.6907357881739135	C0027662	Thyroid	hsa:1387
TOLLIP	-0.3972440934747709	0.6911874695921766	C0027662	Thyroid	hsa:54472
RP11-161M6.2	0.3970831792229644	0.691306123485405	C0027662	Thyroid	hsa:115804232
RFTN1	0.3930422912998864	0.6942882458250705	C0027662	Thyroid	hsa:23180
LPAR5	0.3923984467983246	0.694763833489852	C0027662	Thyroid	hsa:57121
CYS1	0.3923758268356322	0.6947805443302779	C0027662	Thyroid	hsa:192668
MIIP	-0.3917120924326174	0.6952709541815583	C0027662	Thyroid	hsa:60672
DISP3	-0.3901748657226562	0.6964072459404185	C0027662	Thyroid	hsa:57540
PRR33	-0.3874528706073761	0.6984209692130059	C0027662	Thyroid	hsa:102724536
HAGHL	0.3868047231569357	0.6989007803189808	C0027662	Thyroid	hsa:84264
WNT5B	0.3862747850656577	0.6992931727103288	C0027662	Thyroid	hsa:81029
C6orf201	-0.3844589206773393	0.7006383372314064	C0027662	Thyroid	hsa:404220
PLA2G5	0.3835023680370168	0.7013473147865092	C0027662	Thyroid	hsa:5322
CAMK1	-0.3813833750765685	0.7029187952883118	C0027662	Thyroid	hsa:8536
ARRB2	0.381363183259964	0.7029337759966423	C0027662	Thyroid	hsa:409
ITSN2	0.3812098015268303	0.7030475767058534	C0027662	Thyroid	hsa:50618
ENOSF1	-0.3810259219861732	0.7031840138610002	C0027662	Thyroid	hsa:55556
CACNA1H	0.3803458802880384	0.7036886824075355	C0027662	Thyroid	hsa:8912
MRPL28	-0.377562552690506	0.7057555875975572	C0027662	Thyroid	hsa:10573
ZNF75A	0.3774528120265736	0.7058371258775769	C0027662	Thyroid	hsa:7627
MSANTD1	0.377234399318695	0.7059994184932887	C0027662	Thyroid	hsa:345222
IFFO1	0.3761019706726074	0.7068410893155921	C0027662	Thyroid	hsa:25900
TNFRSF19	-0.3759028315544128	0.706989135370919	C0027662	Thyroid	hsa:55504
ATAD3C	0.3744320478169876	0.7080829034406313	C0027662	Thyroid	hsa:219293
TLCD2	-0.3729567016372204	0.7091806697493848	C0027662	Thyroid	hsa:727910
CCNB1IP1	-0.3727867305278778	0.7093071796366808	C0027662	Thyroid	hsa:57820
OTULIN	0.3725292086601257	0.7094988690270658	C0027662	Thyroid	hsa:90268
SDCBP2	0.3719269235262443	0.7099472587382152	C0027662	Thyroid	hsa:27111
PRTN3	-0.3716509938240051	0.7101527166616783	C0027662	Thyroid	hsa:5657
CLCNKB	0.3712290197444158	0.7104669603275762	C0027662	Thyroid	hsa:1188
CLEC4A	-0.3708591163158417	0.710742467526858	C0027662	Thyroid	hsa:50856
TSPAN4	0.370355683298629	0.7111174894120667	C0027662	Thyroid	hsa:7106
SERPINB6	-0.369480997362491	0.7117692346344751	C0027662	Thyroid	hsa:5269
ABR	-0.3692025542259216	0.7119767521673582	C0027662	Thyroid	hsa:29
TIGD7	-0.369084815537103	0.7120645066358565	C0027662	Thyroid	hsa:91151
GLDC	0.3689015881094467	0.7122010795730002	C0027662	Thyroid	hsa:2731
ACRBP	0.3673267934509255	0.7133752705937936	C0027662	Thyroid	hsa:84519
CORO7	-0.3670738213102748	0.7135639538995756	C0027662	Thyroid	hsa:79585
YES1	0.3662672068418984	0.7141656971203258	C0027662	Thyroid	hsa:7525
SIGLEC1	0.3662573993206025	0.7141730147333156	C0027662	Thyroid	hsa:6614
RPUSD3	0.3658166825771332	0.7145018705628743	C0027662	Thyroid	hsa:285367
RPS2	-0.3657333460962877	0.7145640608831572	C0027662	Thyroid	hsa:6187
CD83	0.3654623031616211	0.7147663413125251	C0027662	Thyroid	hsa:9308
DAPK3	0.3649716341569453	0.7151325805217894	C0027662	Thyroid	hsa:1613
ZNF718	0.3644748001189418	0.7155034881936219	C0027662	Thyroid	hsa:255403
KLF16	0.3644125759601593	0.7155499459007936	C0027662	Thyroid	hsa:83855
YWHAQ	-0.3643268456752727	0.7156139554417544	C0027662	Thyroid	hsa:10971
DGCR14	-0.3634069280517593	0.7163009272033634	C0027662	Thyroid	hsa:8220
TEAD4	-0.3628756999969481	0.7166977398478173	C0027662	Thyroid	hsa:7004
AGTRAP	-0.3628067910460647	0.7167492185330625	C0027662	Thyroid	hsa:57085
TPSG1	0.3626027155569147	0.7169016814268572	C0027662	Thyroid	hsa:25823
SYNGR3	0.3625809725601381	0.7169179260820435	C0027662	Thyroid	hsa:9143
LMNB2	0.3622850477695465	0.7171390305149423	C0027662	Thyroid	hsa:84823
GLIS3	-0.3620591759681701	0.717307809809823	C0027662	Thyroid	hsa:169792
ACOT7	-0.3593448698520661	0.7193371115270036	C0027662	Thyroid	hsa:11332
OXT	0.3588050901889801	0.7197409044747919	C0027662	Thyroid	hsa:5020
SLC9A3	-0.3579543931120863	0.7203774441219069	C0027662	Thyroid	hsa:6550
MYL5	0.3562276278604495	0.7216701032102568	C0027662	Thyroid	hsa:4636
GRID2IP	0.356070876121521	0.7217874872293674	C0027662	Thyroid	hsa:392862
SLC22A18AS	0.3557870388031005	0.7220000563448082	C0027662	Thyroid	hsa:5003
IL17RA	0.3557224193472673	0.7220484536179896	C0027662	Thyroid	hsa:23765
ZNF554	-0.3554522692781861	0.7222507967806306	C0027662	Thyroid	hsa:115196
NRIP2	-0.3543229092159346	0.7230969009089065	C0027662	Thyroid	hsa:83714
NKD2	-0.3532460927963257	0.7239039553086242	C0027662	Thyroid	hsa:85409
EDEM1	-0.3516654372215271	0.7250891839529607	C0027662	Thyroid	hsa:9695
TPI1	-0.3516301186712747	0.7251156745249647	C0027662	Thyroid	hsa:7167
DECR2	0.3506439720611933	0.725855463543036	C0027662	Thyroid	hsa:26063
CLEC9A	-0.3506382563695649	0.7258597520959572	C0027662	Thyroid	hsa:283420
PHC1	-0.350192124721891	0.7261945166027459	C0027662	Thyroid	hsa:1911
HADHA	-0.3499771952629089	0.7263558122319764	C0027662	Thyroid	hsa:3030
EEF2	-0.3495936806537421	0.7266436541489568	C0027662	Thyroid	hsa:1938
C1orf64	-0.3493894040584565	0.7267969870545927	C0027662	Thyroid	hsa:149563
RAD21L1	-0.349208950996399	0.7269324467829441	C0027662	Thyroid	hsa:642636
TNNI2	-0.3488242030143738	0.7272212919770994	C0027662	Thyroid	hsa:7136
UQCRHL	0.3480494022369385	0.7278030825005501	C0027662	Thyroid	hsa:440567
POLR2E	0.3478102612162565	0.7279826829186788	C0027662	Thyroid	hsa:5434
CCDC127	0.3467770192361635	0.7287588430576157	C0027662	Thyroid	hsa:133957
UBALD1	0.3467406803900648	0.7287861454711706	C0027662	Thyroid	hsa:124402
ANKRD24	-0.3462064007631079	0.729187604718674	C0027662	Thyroid	hsa:170961
DHX33	-0.3458612263202668	0.7294470092820045	C0027662	Thyroid	hsa:56919
SERPINB9	-0.345513310501677	0.7297085053766741	C0027662	Thyroid	hsa:5272
TAX1BP3	0.3453944846568732	0.7297978229609856	C0027662	Thyroid	hsa:30851
IDUA	-0.3453062630222521	0.7298641387112904	C0027662	Thyroid	hsa:3425
GLTPD2	0.3450283110141753	0.7300730870174613	C0027662	Thyroid	hsa:388323
TBXA2R	-0.3445004224777221	0.7304699783648438	C0027662	Thyroid	hsa:6915
TNIP2	-0.3437422513961792	0.7310401331862175	C0027662	Thyroid	hsa:79155
NUP98	0.3424722455024527	0.7319955274684601	C0027662	Thyroid	hsa:4928
TUBB2B	0.342151911424531	0.7322365726301325	C0027662	Thyroid	hsa:347733
C3AR1	0.3403388857841491	0.7336013364521423	C0027662	Thyroid	hsa:719
MAGEL2	0.3399914503097535	0.7338629664895019	C0027662	Thyroid	hsa:54551
LDAH	0.3393497704176671	0.7343462532281444	C0027662	Thyroid	hsa:60526
TRPV3	-0.3392400258944557	0.7344289188055829	C0027662	Thyroid	hsa:162514
KLHDC7A	0.3390555125732155	0.7345679112679562	C0027662	Thyroid	hsa:127707
PZP	-0.3389006853103637	0.7346845481612552	C0027662	Thyroid	hsa:5858
HIVEP1	0.3388013243675232	0.7347594035238256	C0027662	Thyroid	hsa:3096
NOP56	-0.3387820500574537	0.7347739244656093	C0027662	Thyroid	hsa:10528
RNF144A	0.3380710780620574	0.7353096250535873	C0027662	Thyroid	hsa:9781
MIR4458HG	-0.3341631889343261	0.7382564198865895	C0027662	Thyroid	hsa:100505738
