gene_name	zscore	pvalue	disease_id	tissue	entrezgene
AJAP1	0.333884984254837	0.7384663510532583	C0027662	Thyroid	hsa:55966
WASIR2	0.3337980649350675	0.7385319437195079	C0027662	Thyroid	hsa:100132169
NOVA1	-0.3316482346327058	0.7401548930019679	C0027662	Thyroid	hsa:4857
OAZ1	0.3315617442131042	0.7402202105914576	C0027662	Thyroid	hsa:4946
SLC6A1	-0.3314628867966687	0.740294870034482	C0027662	Thyroid	hsa:6529
TIMM10B	-0.3314164638994467	0.7403299305411275	C0027662	Thyroid	hsa:26515
TSPAN32	-0.3304063828911366	0.7410929192534002	C0027662	Thyroid	hsa:10077
TJP3	-0.3301146667424399	0.7413133214123976	C0027662	Thyroid	hsa:27134
NUBP2	0.3291704654693604	0.74202684526015	C0027662	Thyroid	hsa:10101
RPLP2	-0.3290360271930695	0.7421284570280968	C0027662	Thyroid	hsa:6181
AKR1C1	-0.3289225646003164	0.7422142183543272	C0027662	Thyroid	hsa:1645
CCDC174	-0.3289176281883296	0.7422179496412037	C0027662	Thyroid	hsa:51244
SH3BP5	0.3288634048063699	0.7422589358802855	C0027662	Thyroid	hsa:9467
TNFRSF4	0.3285654783248901	0.7424841448671538	C0027662	Thyroid	hsa:7293
DKK3	0.3278089852755111	0.7430560931323568	C0027662	Thyroid	hsa:27122
WASHC1	0.3273987770080566	0.7433662913453032	C0027662	Thyroid	hsa:100287171
ZBED5	-0.3273782429275397	0.7433818202483333	C0027662	Thyroid	hsa:58486
ZNF721	-0.3270619404242555	0.7436210372732601	C0027662	Thyroid	hsa:170960
VAMP1	-0.3266020832800829	0.7439688676516765	C0027662	Thyroid	hsa:6843
TMCO4	-0.326595664024353	0.7439737234689123	C0027662	Thyroid	hsa:255104
IQCE	0.3254594288136615	0.7448333837148118	C0027662	Thyroid	hsa:23288
IFITM10	-0.3253116309642792	0.7449452289662782	C0027662	Thyroid	hsa:402778
ADGRF3	-0.3225167496583527	0.747061250718497	C0027662	Thyroid	hsa:165082
SMIM24	0.3222608781237073	0.7472550681947212	C0027662	Thyroid	hsa:284422
NAA60	-0.3208226561546325	0.7483447891106638	C0027662	Thyroid	hsa:79903
LRRC47	0.3204995256753833	0.7485896898732975	C0027662	Thyroid	hsa:57470
PLEKHG4B	-0.3202105462551117	0.7488087290154515	C0027662	Thyroid	hsa:153478
CMA1	0.3193097710609436	0.749491623976319	C0027662	Thyroid	hsa:1215
CEND1	0.3192166394383151	0.7495622400604823	C0027662	Thyroid	hsa:51286
RAF1	-0.3174759745597839	0.7508824668111455	C0027662	Thyroid	hsa:5894
TMEM259	-0.3174622193662565	0.7508929025025595	C0027662	Thyroid	hsa:91304
ELOVL2	0.3172400593757629	0.7510614555586015	C0027662	Thyroid	hsa:54898
OR51E1	-0.3167216051454354	0.7514548536143659	C0027662	Thyroid	hsa:143503
MTRNR2L4	0.3163494609104323	0.7517372728951324	C0027662	Thyroid	hsa:100463285
GATA3	-0.3156633110595312	0.7522580773564437	C0027662	Thyroid	hsa:2625
CD163	-0.315589225702613	0.7523143167000893	C0027662	Thyroid	hsa:9332
NOP14	0.3155337624967273	0.7523564205407173	C0027662	Thyroid	hsa:8602
TTLL10	0.3148369491100311	0.7528854559478984	C0027662	Thyroid	hsa:254173
NDC80	0.3147693029751993	0.7529368205038309	C0027662	Thyroid	hsa:10403
C22orf39	-0.3137543268959352	0.7537076357287747	C0027662	Thyroid	hsa:128977
OTUD3	-0.3131858095396577	0.7541394988703116	C0027662	Thyroid	hsa:23252
SH2D5	0.3126429068316627	0.7545519761263649	C0027662	Thyroid	hsa:400745
LINC02102	-0.3118904615508209	0.7551237717707743	C0027662	Thyroid	hsa:100505625
DGCR9	-0.3118904506042103	0.7551237800902622	C0027662	Thyroid	hsa:26220
PARP2	0.3118777207449055	0.7551334548767106	C0027662	Thyroid	hsa:10038
UBR4	-0.3114222884178161	0.7554796120445139	C0027662	Thyroid	hsa:23352
MXRA8	0.3111157345596201	0.7557126398783731	C0027662	Thyroid	hsa:54587
LINP1	-0.3109719706726395	0.7558219300846972	C0027662	Thyroid	hsa:108570035
GPR157	0.3109389070625876	0.7558470659390779	C0027662	Thyroid	hsa:80045
LA16c-325D7.2	-0.3100570738315581	0.7565175547900855	C0027662	Thyroid	hsa:101929566
GET4	-0.3095958828926086	0.7568682875471245	C0027662	Thyroid	hsa:51608
SLBP	0.3092141151428222	0.7571586573677289	C0027662	Thyroid	hsa:7884
LRP10	-0.3091202974319458	0.7572300196963532	C0027662	Thyroid	hsa:26020
CDK11B	0.3090038076089276	0.7573186304199235	C0027662	Thyroid	hsa:984
ICMT	0.3088821388128107	0.7574111840567029	C0027662	Thyroid	hsa:23463
CHL1	-0.3087472319602967	0.7575138119695348	C0027662	Thyroid	hsa:10752
P2RX1	-0.3079143520521774	0.7581475046757342	C0027662	Thyroid	hsa:5023
MFSD10	0.307479431543931	0.7584784764926013	C0027662	Thyroid	hsa:10227
FAM193A	0.3070277680587608	0.7588222364629047	C0027662	Thyroid	hsa:8603
CRYL1	-0.3068463276933814	0.7589603437056568	C0027662	Thyroid	hsa:51084
DTNB	0.3060556352138519	0.7595622860333895	C0027662	Thyroid	hsa:1838
SDR39U1	-0.3053226228629763	0.760120447483005	C0027662	Thyroid	hsa:56948
TRIM6	-0.3049966118025918	0.7603687328494166	C0027662	Thyroid	hsa:117854
CAND2	-0.3045750943326192	0.7606897911268392	C0027662	Thyroid	hsa:23066
NPW	0.3025728762149811	0.7622153877140276	C0027662	Thyroid	hsa:283869
LYRM4	0.3022451514996762	0.7624651868180338	C0027662	Thyroid	hsa:57128
NDN	-0.3009214401245117	0.7634744007856678	C0027662	Thyroid	hsa:4692
ANG	-0.2991659343242644	0.764813440122504	C0027662	Thyroid	hsa:283
ZNF555	-0.2987750470638275	0.7651116913409642	C0027662	Thyroid	hsa:148254
ATAD3A	-0.297449916601181	0.7661230392168572	C0027662	Thyroid	hsa:55210
RNF167	0.2966183125972748	0.7667579283302963	C0027662	Thyroid	hsa:26001
RAB40C	0.2955403839505207	0.7675811073285193	C0027662	Thyroid	hsa:57799
PARP11	0.2950181582412692	0.7679800084620878	C0027662	Thyroid	hsa:57097
NXN	-0.2949651669077214	0.7680204892297573	C0027662	Thyroid	hsa:64359
LINC00299	-0.292618989944458	0.7698133969460589	C0027662	Thyroid	hsa:339789
PDIA2	0.2924454808235168	0.7699460386131848	C0027662	Thyroid	hsa:64714
BTBD2	-0.2911726899004857	0.770919248392965	C0027662	Thyroid	hsa:55643
PRND	0.290461003780365	0.7714635798626217	C0027662	Thyroid	hsa:23627
CFAP99	0.2899716247512425	0.7718379455837497	C0027662	Thyroid	hsa:402160
CDS2	0.2896553284810017	0.7720799345319026	C0027662	Thyroid	hsa:8760
STK11	0.2896018624305725	0.7721208420215256	C0027662	Thyroid	hsa:6794
BRSK2	0.2892085909843445	0.7724217579821381	C0027662	Thyroid	hsa:9024
ZNF77	-0.2890696424740339	0.7725280841438675	C0027662	Thyroid	hsa:58492
GADD45B	0.2889111042022704	0.7726494059966849	C0027662	Thyroid	hsa:4616
RP11-108M9.4	0.2888888039944827	0.7726664717385079	C0027662	Thyroid	hsa:105376805
DPH3	-0.2869773675593306	0.7741296497590654	C0027662	Thyroid	hsa:285381
TMEM175	0.286099910736084	0.774801599919598	C0027662	Thyroid	hsa:84286
KBTBD11	0.2860138714313507	0.7748674972939783	C0027662	Thyroid	hsa:9920
PPP1R3E	0.2859469354152679	0.7749187646098119	C0027662	Thyroid	hsa:90673
GRIN3B	0.2847560572896558	0.7758310401661075	C0027662	Thyroid	hsa:116444
NRIP3	0.2847030313825419	0.7758716680163551	C0027662	Thyroid	hsa:56675
FOXM1	-0.284617006778717	0.7759375803993809	C0027662	Thyroid	hsa:2305
TULP3	0.2846170067787171	0.7759375803993809	C0027662	Thyroid	hsa:7289
ART1	0.2840998470783233	0.776333864153193	C0027662	Thyroid	hsa:417
CTBP1	0.2840868740497673	0.7763438057395817	C0027662	Thyroid	hsa:1487
C1GALT1	-0.2830202790316591	0.7771612918527858	C0027662	Thyroid	hsa:56913
EPB41L3	0.2826931416974153	0.7774120740316517	C0027662	Thyroid	hsa:23136
PHLDA2	0.2825809482278251	0.7774980864414118	C0027662	Thyroid	hsa:7262
ANO2	0.2824802139869501	0.7775753160297949	C0027662	Thyroid	hsa:57101
ZFAND2A	-0.2823954945076279	0.7776402693350946	C0027662	Thyroid	hsa:90637
MMP23B	-0.2823118853803547	0.777704372871723	C0027662	Thyroid	hsa:8510
WEE1	0.2818608283996582	0.7780502266078446	C0027662	Thyroid	hsa:7465
GAPDH	-0.2817988693714142	0.7780977379254088	C0027662	Thyroid	hsa:2597
TNFRSF1A	0.2817638218402862	0.7781246133814792	C0027662	Thyroid	hsa:7132
MCUR1	0.2810712900335307	0.7786557211082284	C0027662	Thyroid	hsa:63933
PNPLA2	0.2808797657489776	0.7788026207486176	C0027662	Thyroid	hsa:57104
ITGB1BP1	0.2798185314501357	0.7796167333799062	C0027662	Thyroid	hsa:9270
LINC01085	-0.2796245134748638	0.7797655980132049	C0027662	Thyroid	hsa:152742
LMNTD2	-0.2791742714873032	0.7801110873631465	C0027662	Thyroid	hsa:256329
E2F6	-0.2786390781402588	0.7805218199028459	C0027662	Thyroid	hsa:1876
BRAT1	0.2781627178192139	0.7808874527402856	C0027662	Thyroid	hsa:221927
C19orf35	0.2780962454039871	0.7809384778416828	C0027662	Thyroid	hsa:374872
METTL3	-0.2780194366588593	0.7809974384206899	C0027662	Thyroid	hsa:56339
PINK1	0.2776685002418125	0.7812668432166677	C0027662	Thyroid	hsa:65018
PADI4	-0.2772962309644508	0.7815526533916732	C0027662	Thyroid	hsa:23569
PRMT5	-0.2770460925110373	0.7817447140587962	C0027662	Thyroid	hsa:10419
RIPK3	-0.2761346101760864	0.7824446786276877	C0027662	Thyroid	hsa:11035
IPO4	0.2755137383937835	0.7829215723853677	C0027662	Thyroid	hsa:79711
DDRGK1	0.2754611943117451	0.7829619354227682	C0027662	Thyroid	hsa:65992
WDR81	-0.2752803303177944	0.7831008750429953	C0027662	Thyroid	hsa:124997
CAPZB	-0.2745619415432394	0.7836528091695657	C0027662	Thyroid	hsa:832
INTS11	-0.2743275048369559	0.7838329491710166	C0027662	Thyroid	hsa:54973
RASL11A	-0.2742809355258941	0.7838687341780575	C0027662	Thyroid	hsa:387496
SELENOI	0.2737408578395843	0.7842837765612172	C0027662	Thyroid	hsa:85465
DVL1	-0.2737106996379085	0.7843069545405578	C0027662	Thyroid	hsa:1855
ANGPT4	-0.2728431435092184	0.7849737935767829	C0027662	Thyroid	hsa:51378
ENO2	-0.2726336717605591	0.7851348257864734	C0027662	Thyroid	hsa:2026
SNHG9	0.2726330327525285	0.7851353170404198	C0027662	Thyroid	hsa:735301
PDCD1LG2	-0.271416695056929	0.786070563007557	C0027662	Thyroid	hsa:80380
B3GALT6	0.270656555891037	0.7866551933348953	C0027662	Thyroid	hsa:126792
EFS	-0.2705413401126861	0.7867438174017141	C0027662	Thyroid	hsa:10278
RPA1	0.2700378909005779	0.7871311033237292	C0027662	Thyroid	hsa:6117
MMP25	-0.2681552551878381	0.7885798151956513	C0027662	Thyroid	hsa:64386
MED16	-0.2675497138574488	0.7890459425900888	C0027662	Thyroid	hsa:10025
MYOM2	0.2667027911433636	0.789698004718297	C0027662	Thyroid	hsa:9172
PUM3	-0.2661376472045839	0.7901332019027627	C0027662	Thyroid	hsa:9933
CCDC154	0.2660584329464991	0.7901942072105068	C0027662	Thyroid	hsa:645811
MEFV	-0.2657529413700104	0.7904294875958082	C0027662	Thyroid	hsa:4210
GABARAPL1	-0.264679104089737	0.7912566760854354	C0027662	Thyroid	hsa:23710
ARHGAP45	0.2643667762839477	0.7914973097580594	C0027662	Thyroid	hsa:23526
PAPD7	0.2643174314578005	0.7915353294104315	C0027662	Thyroid	hsa:11044
MICAL3	0.2638443625102018	0.7918998490471655	C0027662	Thyroid	hsa:57553
FAM105A	-0.2636848140996176	0.7920227981114571	C0027662	Thyroid	hsa:54491
ZNF595	0.2629216611385345	0.7926109603417681	C0027662	Thyroid	hsa:152687
KREMEN2	-0.2627905309200287	0.7927120343341993	C0027662	Thyroid	hsa:79412
KBTBD11-OT1	0.26269629963201	0.7927846691139382	C0027662	Thyroid	hsa:104266957
CD163L1	0.2623724341392517	0.7930343228195779	C0027662	Thyroid	hsa:283316
PRSS22	0.262024462223053	0.793302582751442	C0027662	Thyroid	hsa:64063
SPATA22	-0.2610291242599487	0.7940700477070751	C0027662	Thyroid	hsa:84690
NINJ2	-0.2606766785932751	0.7943418521907246	C0027662	Thyroid	hsa:4815
ZG16B	-0.2589803934097289	0.7956503683277952	C0027662	Thyroid	hsa:124220
NFATC4	-0.258962354422125	0.7956642867173407	C0027662	Thyroid	hsa:4776
CDC37L1-AS1	0.2589106261730193	0.7957041991803362	C0027662	Thyroid	hsa:101929351
BID	0.2588462019621984	0.7957539083361352	C0027662	Thyroid	hsa:637
CBWD1	0.2585369050502776	0.7959925706593387	C0027662	Thyroid	hsa:55871
ZNF596	0.2583825114257985	0.7961117123283041	C0027662	Thyroid	hsa:169270
DOHH	0.2583698014372752	0.7961215205179072	C0027662	Thyroid	hsa:83475
GRHL1	-0.2583048115285502	0.7961716731788506	C0027662	Thyroid	hsa:29841
AMDHD2	0.2580604758367544	0.7963602343693226	C0027662	Thyroid	hsa:51005
SACS	-0.2580174505710602	0.7963934394903367	C0027662	Thyroid	hsa:26278
GRK4	0.2562744294557449	0.7977389404342539	C0027662	Thyroid	hsa:2868
GAK	-0.2559286771083567	0.798005910729831	C0027662	Thyroid	hsa:2580
TMEM40	-0.2558191120624541	0.7980905155567972	C0027662	Thyroid	hsa:55287
NTHL1	0.2536155015722021	0.7997926195894803	C0027662	Thyroid	hsa:4913
PRSS21	0.2535158505705713	0.7998696141648036	C0027662	Thyroid	hsa:10942
BLOC1S4	0.2532300055027008	0.8000904809343818	C0027662	Thyroid	hsa:55330
ISG15	-0.2530729472637176	0.8002118435026119	C0027662	Thyroid	hsa:9636
CTNND2	-0.2529866099357605	0.8002785604266454	C0027662	Thyroid	hsa:1501
SCNN1D	-0.2524919163743942	0.8006608615477255	C0027662	Thyroid	hsa:6339
LSM7	0.2520407178016023	0.8010095912147803	C0027662	Thyroid	hsa:51690
NADK	-0.2516267695189323	0.8013295651590688	C0027662	Thyroid	hsa:65220
RIPK1	-0.2512498354105041	0.8016209568634786	C0027662	Thyroid	hsa:8737
RAD51AP2	0.250843733549118	0.8019349277976107	C0027662	Thyroid	hsa:729475
BRPF1	0.250560313463211	0.8021540683008557	C0027662	Thyroid	hsa:7862
SLC6A13	-0.2503003163265302	0.8023551118589652	C0027662	Thyroid	hsa:6540
ELOB	-0.249669149518013	0.802843217876773	C0027662	Thyroid	hsa:6923
MIR22HG	0.2490965574979782	0.803286092267264	C0027662	Thyroid	hsa:84981
HADHB	-0.2487984299659729	0.8035167056340194	C0027662	Thyroid	hsa:3032
WRNIP1	-0.2484755868296904	0.8037664567838345	C0027662	Thyroid	hsa:56897
C12orf57	-0.2480998337268829	0.8040571642627609	C0027662	Thyroid	hsa:113246
RNASE13	0.2477224642125829	0.8043491495819769	C0027662	Thyroid	hsa:440163
SDK1	0.2467011107620718	0.8051395468670766	C0027662	Thyroid	hsa:221935
CDC34	0.2466577820224711	0.8051730821940459	C0027662	Thyroid	hsa:997
F13A1	-0.2458535220196659	0.8057956237000553	C0027662	Thyroid	hsa:2162
MRPL54	-0.2457271767887689	0.8058934330609124	C0027662	Thyroid	hsa:116541
RP1-223B1.1	0.2456233347638355	0.8059738239809189	C0027662	Thyroid	hsa:100507336
MIR99AHG	-0.2454994171857834	0.806069759386219	C0027662	Thyroid	hsa:388815
UBXN10	0.2445785999298096	0.80678273566746	C0027662	Thyroid	hsa:127733
FOXD4	-0.2435196340084075	0.8076028770825128	C0027662	Thyroid	hsa:2298
GJA3	0.2422100901603698	0.8086173769792204	C0027662	Thyroid	hsa:2700
ZMYND15	-0.2420106666883789	0.8087718980537595	C0027662	Thyroid	hsa:84225
ZCCHC3	-0.2418638467788696	0.8088856646056939	C0027662	Thyroid	hsa:85364
ADAM33	-0.241834408849014	0.8089084757025322	C0027662	Thyroid	hsa:80332
TLE2	-0.2414956936253965	0.8091709537238926	C0027662	Thyroid	hsa:7089
APBB1	-0.2401262389280504	0.8102323934751963	C0027662	Thyroid	hsa:322
ZNF213	-0.238910087004957	0.8111753037274736	C0027662	Thyroid	hsa:7760
ATP10A	-0.2377899885177612	0.8120439839925297	C0027662	Thyroid	hsa:57194
TRIB3	-0.2371193984490815	0.8125641636714438	C0027662	Thyroid	hsa:57761
CD151	0.2370258277374629	0.812636753467338	C0027662	Thyroid	hsa:977
GNA15	-0.2369900759404426	0.8126644892340371	C0027662	Thyroid	hsa:2769
TAMM41	-0.2368514472379775	0.8127720377521221	C0027662	Thyroid	hsa:132001
DAZAP1	0.2368418425321579	0.8127794892394119	C0027662	Thyroid	hsa:26528
ATP13A2	-0.2360978126525878	0.8133567712097893	C0027662	Thyroid	hsa:23400
VASN	0.2357920110225677	0.8135940676748408	C0027662	Thyroid	hsa:114990
RP13-870H17.3	-0.2355522065427445	0.8137801635311717	C0027662	Thyroid	hsa:101927503
EMG1	0.2353447526693344	0.8139411627753659	C0027662	Thyroid	hsa:10436
CLDN9	0.2353006154298782	0.813975417487051	C0027662	Thyroid	hsa:9080
MNT	-0.2347252231013581	0.8144220093935732	C0027662	Thyroid	hsa:4335
LRRN1	0.2345390021800995	0.814566558060971	C0027662	Thyroid	hsa:57633
SCARF1	0.234509140253067	0.8145897381157925	C0027662	Thyroid	hsa:8578
ILK	0.2340667717221871	0.8149331417500044	C0027662	Thyroid	hsa:3611
CYFIP1	-0.2336716949939727	0.8152398635742073	C0027662	Thyroid	hsa:23191
LYVE1	0.2333687276726652	0.8154750945126593	C0027662	Thyroid	hsa:10894
GMDS	0.2331072092056274	0.8156781569633008	C0027662	Thyroid	hsa:2762
CNN2	-0.2323246137756444	0.8162858963475326	C0027662	Thyroid	hsa:1265
SLC25A1	0.2308589816093445	0.8174243579101199	C0027662	Thyroid	hsa:6576
SERPINB1	-0.2298981994390487	0.818170875497806	C0027662	Thyroid	hsa:1992
SPSB2	0.2297597606603764	0.8182784545733077	C0027662	Thyroid	hsa:84727
OLFML1	0.229667529463768	0.8183501282034129	C0027662	Thyroid	hsa:283298
UBE3A	-0.2290793806314468	0.8188072192395344	C0027662	Thyroid	hsa:7337
TMEM52B	-0.2288954704999923	0.818950161138645	C0027662	Thyroid	hsa:120939
CD4	-0.2277448322838115	0.8198446170268939	C0027662	Thyroid	hsa:920
SLC43A2	0.2267421899590929	0.8206242185488479	C0027662	Thyroid	hsa:124935
RPH3AL	-0.2265233246810411	0.8207944201823991	C0027662	Thyroid	hsa:9501
PEX5	-0.2264706464761132	0.8208353869014366	C0027662	Thyroid	hsa:5830
MPG	0.2258964455756968	0.8212819623982731	C0027662	Thyroid	hsa:4350
RBM23	-0.2255400868133608	0.8215591438237082	C0027662	Thyroid	hsa:55147
SLC1A1	0.2248902065042256	0.8220646882425238	C0027662	Thyroid	hsa:6505
NME4	-0.2237823412769084	0.8229266711493601	C0027662	Thyroid	hsa:4833
AKR1C2	0.2216606493733447	0.8245780653066654	C0027662	Thyroid	hsa:1646
C19orf25	-0.221398651599884	0.8247820422484722	C0027662	Thyroid	hsa:148223
FBXO2	0.2210678692724825	0.8250395879286614	C0027662	Thyroid	hsa:26232
RBCK1	-0.2206659323775387	0.8253525595893647	C0027662	Thyroid	hsa:10616
ATP2B2	-0.2197705674942492	0.8260498429718999	C0027662	Thyroid	hsa:491
DRC1	-0.2197165489196777	0.826091915416024	C0027662	Thyroid	hsa:92749
ZFR2	0.2193589508533478	0.8263704437707262	C0027662	Thyroid	hsa:23217
IQSEC3	-0.2180662857471876	0.8273774653444977	C0027662	Thyroid	hsa:440073
TMEM240	-0.2177367724343709	0.8276342107261867	C0027662	Thyroid	hsa:339453
C3orf20	0.2164882201388507	0.8286072064262937	C0027662	Thyroid	hsa:84077
DAD1	0.2161297030105393	0.8288866471793682	C0027662	Thyroid	hsa:1603
DNAH5	0.2160158130822038	0.8289754214949749	C0027662	Thyroid	hsa:1767
RASSF2	0.2157076547100565	0.8292156340904229	C0027662	Thyroid	hsa:9770
IQSEC1	-0.2153743356466293	0.8294754776776287	C0027662	Thyroid	hsa:9922
R3HDM4	0.2143280393051203	0.8302912538357048	C0027662	Thyroid	hsa:91300
VHL	-0.2134877868840936	0.830946514206662	C0027662	Thyroid	hsa:7428
CARMIL3	-0.2132861027473489	0.8311038125763599	C0027662	Thyroid	hsa:90668
VAMP3	0.2131712436676025	0.8311933969941924	C0027662	Thyroid	hsa:9341
UBN1	0.213015541434288	0.8313148405595056	C0027662	Thyroid	hsa:29855
EIF4G2	-0.2126890504924387	0.8315695078113492	C0027662	Thyroid	hsa:1982
UVSSA	-0.2124437107007768	0.8317608877321088	C0027662	Thyroid	hsa:57654
CECR2	0.2123588726486609	0.8318270688810138	C0027662	Thyroid	hsa:27443
C7orf26	0.2115295976400375	0.8324740391077794	C0027662	Thyroid	hsa:79034
ZNF316	0.2112996578216552	0.8326534499149265	C0027662	Thyroid	hsa:100131017
ERICH1	-0.2093817034573815	0.8341502747421139	C0027662	Thyroid	hsa:157697
CAPN7	0.2089023899021634	0.8345244384515493	C0027662	Thyroid	hsa:23473
TCF15	0.2088406085968017	0.8345726691546507	C0027662	Thyroid	hsa:6939
CELF5	0.2087706923484802	0.834627251299972	C0027662	Thyroid	hsa:60680
ING4	0.2084636656263215	0.8348669500355902	C0027662	Thyroid	hsa:51147
TPP1	-0.2084367416230207	0.834887970597734	C0027662	Thyroid	hsa:1200
WDR1	-0.2083152681589127	0.8349828108767905	C0027662	Thyroid	hsa:9948
FAM173A	0.2080755233764648	0.835169998404195	C0027662	Thyroid	hsa:65990
GFER	-0.2076441995203798	0.8355067902236712	C0027662	Thyroid	hsa:2671
RP11-439C15.4	0.2070816508733999	0.8359460919836161	C0027662	Thyroid	hsa:101928058
RNF31	0.206848364017051	0.836128283829012	C0027662	Thyroid	hsa:55072
JAKMIP1	-0.2063418924808502	0.8365238570829807	C0027662	Thyroid	hsa:152789
CCKBR	0.2054027113534466	0.8372575020858866	C0027662	Thyroid	hsa:887
TMEM52	-0.2043967843055725	0.8380434428961927	C0027662	Thyroid	hsa:339456
PRR25	-0.20431649684906	0.8381061792590719	C0027662	Thyroid	hsa:388199
NAGPA	0.2040200623129542	0.8383378211732382	C0027662	Thyroid	hsa:51172
XPC	0.2037761415573716	0.8385284379155368	C0027662	Thyroid	hsa:7508
EIF2AK1	0.2036333795079514	0.8386400065643682	C0027662	Thyroid	hsa:27102
CEP104	-0.2035386750179598	0.8387140199840349	C0027662	Thyroid	hsa:9731
SGTA	-0.2035274567778297	0.8387227873536325	C0027662	Thyroid	hsa:6449
ZNF219	-0.2033232897520065	0.8388823531123035	C0027662	Thyroid	hsa:51222
MADCAM1	-0.2031847068451171	0.8389906656921768	C0027662	Thyroid	hsa:8174
TFAP4	-0.2029729485511779	0.839156176027466	C0027662	Thyroid	hsa:7023
RNASE7	0.2027691155672073	0.8393154986581878	C0027662	Thyroid	hsa:84659
GNA12	0.2018426358699798	0.8400397488572166	C0027662	Thyroid	hsa:2768
KIAA2013	0.2014736167948141	0.8403282571929462	C0027662	Thyroid	hsa:90231
GALNT18	0.2006984502077102	0.8409343716154463	C0027662	Thyroid	hsa:374378
LRRC23	0.2005670765479705	0.841037104012568	C0027662	Thyroid	hsa:10233
ZNF500	0.2000880324503603	0.8414117328348807	C0027662	Thyroid	hsa:26048
TTLL3	-0.1996900927685587	0.8417229625467428	C0027662	Thyroid	hsa:26140
ADTRP	-0.1991835832595825	0.8421191407856798	C0027662	Thyroid	hsa:84830
MRPL20	-0.1988552310460634	0.842375990497461	C0027662	Thyroid	hsa:55052
SLC12A7	0.1986909807861941	0.8425044796535007	C0027662	Thyroid	hsa:10723
CLTCL1	0.1973753753578413	0.8435337981915394	C0027662	Thyroid	hsa:8218
C1orf174	0.196337355997348	0.8443461244902334	C0027662	Thyroid	hsa:339448
RILP	0.1963067352771759	0.8443700899683764	C0027662	Thyroid	hsa:83547
PLA2G2A	0.1960745453834533	0.8445518193753419	C0027662	Thyroid	hsa:5320
FLYWCH2	0.1948029658465065	0.845547200362463	C0027662	Thyroid	hsa:114984
NSUN2	-0.1946845553867172	0.8456399035763752	C0027662	Thyroid	hsa:54888
MYO1C	-0.1945621371269226	0.8457357467323631	C0027662	Thyroid	hsa:4641
BICDL2	0.1931021651755585	0.8468789570063209	C0027662	Thyroid	hsa:146439
ABCA3	-0.192102692825494	0.8476617656279057	C0027662	Thyroid	hsa:21
PKP3	0.191776792965768	0.8479170500657559	C0027662	Thyroid	hsa:11187
PAQR4	-0.19169581124041	0.8479804872859615	C0027662	Thyroid	hsa:124222
HGFAC	0.1912731846079588	0.8483115687987899	C0027662	Thyroid	hsa:3083
SMIM22	0.1910267921106381	0.8485046025919948	C0027662	Thyroid	hsa:440335
PWRN1	0.1906440472277183	0.8488044783437263	C0027662	Thyroid	hsa:791114
PQLC2	-0.1906210855979624	0.8488224691850126	C0027662	Thyroid	hsa:54896
SATB1	0.1904553503626039	0.8489523279955313	C0027662	Thyroid	hsa:6304
BCL2L13	-0.1892159567419534	0.8499235618920326	C0027662	Thyroid	hsa:23786
MUC6	-0.1891851660770316	0.8499476934822168	C0027662	Thyroid	hsa:4588
RPS7	-0.1886376459163523	0.8503768253088113	C0027662	Thyroid	hsa:6201
KHNYN	-0.1877829533400472	0.851046799307668	C0027662	Thyroid	hsa:23351
TMIGD2	0.1864086091518402	0.8521243416284344	C0027662	Thyroid	hsa:126259
ZDHHC4	0.1863181354345227	0.8521952864480177	C0027662	Thyroid	hsa:55146
DNHD1	-0.1858250131501037	0.8525819885007366	C0027662	Thyroid	hsa:144132
THOP1	-0.1853338924247451	0.8529671561703873	C0027662	Thyroid	hsa:7064
NET1	-0.1850051462958822	0.8532249990938325	C0027662	Thyroid	hsa:10276
PSMG3-AS1	-0.1847797896662533	0.8534017603878351	C0027662	Thyroid	hsa:114796
TMEM201	0.1843088732646939	0.8537711533147825	C0027662	Thyroid	hsa:199953
NOL10	0.1839799761985704	0.8540291634560293	C0027662	Thyroid	hsa:79954
RAB2B	0.1837600358806137	0.8542017089238624	C0027662	Thyroid	hsa:84932
IRAK2	-0.1827678838685562	0.8549801490676531	C0027662	Thyroid	hsa:3656
CBLN3	0.182722016598431	0.8550161398400178	C0027662	Thyroid	hsa:643866
KCNS3	-0.1826417232672957	0.855079144512021	C0027662	Thyroid	hsa:3790
EME2	-0.1820868402719497	0.8555145760330065	C0027662	Thyroid	hsa:197342
MLF2	0.1815059797362144	0.855970439957002	C0027662	Thyroid	hsa:8079
APC2	-0.1813157945871353	0.8561197092122621	C0027662	Thyroid	hsa:10297
GNB3	0.1804922052829543	0.8567661731913275	C0027662	Thyroid	hsa:2784
CHD8	0.1802662219654034	0.8569435722024085	C0027662	Thyroid	hsa:57680
ZNF232	0.179773470117118	0.8573304120442755	C0027662	Thyroid	hsa:7775
DLGAP2	-0.179549970499481	0.8575058839908806	C0027662	Thyroid	hsa:9228
RNF207	0.1787570658431507	0.8581284586859729	C0027662	Thyroid	hsa:388591
CCZ1B	-0.1782836230921902	0.8585002396523619	C0027662	Thyroid	hsa:221960
LINC00528	0.1778750568628311	0.8588211001828617	C0027662	Thyroid	hsa:200298
MAEA	-0.1777707513538768	0.8589030184766479	C0027662	Thyroid	hsa:10296
SERPINB9P1	0.1767536753395867	0.8597018777456763	C0027662	Thyroid	hsa:221756
