gene	disease_id	correlation	tissue	cell	score	prediction_rank
OVCA2	C0027662	-0.040099641123830576	Thyroid	MCF7	0.040099641123830576	643.0
GNB5	C0027662	-0.03996350108930535	Thyroid	MCF7	0.03996350108930535	644.0
CSNK1A1	C0027662	-0.03996182937353021	Thyroid	MCF7	0.03996182937353021	645.0
HDAC3	C0027662	-0.03995067881509917	Thyroid	MCF7	0.03995067881509917	646.0
POLB	C0027662	-0.039665017107326284	Thyroid	MCF7	0.039665017107326284	647.0
HOXA2	C0027662	-0.03959234501056641	Thyroid	MCF7	0.03959234501056641	648.0
SSBP2	C0027662	-0.039521776750490734	Thyroid	MCF7	0.039521776750490734	649.0
SCP2	C0027662	-0.039383380555781944	Thyroid	MCF7	0.039383380555781944	650.0
SNHG9	C0027662	-0.03918840355929021	Thyroid	MCF7	0.03918840355929021	651.0
YTHDF1	C0027662	-0.039186385129831525	Thyroid	MCF7	0.039186385129831525	652.0
CSNK2A1	C0027662	-0.0390769970998448	Thyroid	MCF7	0.0390769970998448	653.0
HSPA2	C0027662	-0.03904113712204005	Thyroid	MCF7	0.03904113712204005	654.0
PNKP	C0027662	-0.038991141805285734	Thyroid	MCF7	0.038991141805285734	655.0
NR5A2	C0027662	-0.038580256331411045	Thyroid	MCF7	0.038580256331411045	656.0
QRSL1	C0027662	-0.0385580098244962	Thyroid	MCF7	0.0385580098244962	657.0
RHOA	C0027662	-0.038503711872330815	Thyroid	MCF7	0.038503711872330815	658.0
DOK4	C0027662	-0.03838066430427123	Thyroid	MCF7	0.03838066430427123	659.0
NARFL	C0027662	-0.038331416497376924	Thyroid	MCF7	0.038331416497376924	660.0
GTF2H3	C0027662	-0.03793033043607896	Thyroid	MCF7	0.03793033043607896	661.0
PACSIN3	C0027662	-0.037896539214412384	Thyroid	MCF7	0.037896539214412384	662.0
(PTP4A1)	C0027662	-0.037811879264667336	Thyroid	MCF7	0.037811879264667336	663.0
NNT-AS1	C0027662	-0.037708385490137	Thyroid	MCF7	0.037708385490137	664.0
MMP2	C0027662	-0.03766323810617256	Thyroid	MCF7	0.03766323810617256	665.0
NBDY	C0027662	-0.03749670802586502	Thyroid	MCF7	0.03749670802586502	666.0
RPF1	C0027662	-0.037479969839350646	Thyroid	MCF7	0.037479969839350646	667.0
TAF12	C0027662	-0.03746332677882713	Thyroid	MCF7	0.03746332677882713	668.0
WNT1	C0027662	-0.037414713400630406	Thyroid	MCF7	0.037414713400630406	669.0
NFIL3	C0027662	-0.03736254644315573	Thyroid	MCF7	0.03736254644315573	670.0
FOSL1	C0027662	-0.03725357900438353	Thyroid	MCF7	0.03725357900438353	671.0
ATF4	C0027662	-0.037233858693755506	Thyroid	MCF7	0.037233858693755506	672.0
MDM4	C0027662	-0.03718586097151921	Thyroid	MCF7	0.03718586097151921	673.0
PDHX	C0027662	-0.037185742898648844	Thyroid	MCF7	0.037185742898648844	674.0
CPSF4	C0027662	-0.03718289406962372	Thyroid	MCF7	0.03718289406962372	675.0
SOCS4	C0027662	-0.03706519497921423	Thyroid	MCF7	0.03706519497921423	676.0
LZIC	C0027662	-0.03694107591632423	Thyroid	MCF7	0.03694107591632423	677.0
TNIP1	C0027662	-0.03688988154534156	Thyroid	MCF7	0.03688988154534156	678.0
GTF2F2	C0027662	-0.03684454716516572	Thyroid	MCF7	0.03684454716516572	679.0
PPP4C	C0027662	-0.036779076239287445	Thyroid	MCF7	0.036779076239287445	680.0
LIPT1	C0027662	-0.03665098280501966	Thyroid	MCF7	0.03665098280501966	681.0
PTP4A3	C0027662	-0.03664224438831454	Thyroid	MCF7	0.03664224438831454	682.0
WNT10B	C0027662	-0.03663711778004086	Thyroid	MCF7	0.03663711778004086	683.0
B4GALT3	C0027662	-0.03654291083454897	Thyroid	MCF7	0.03654291083454897	684.0
LINC00094	C0027662	-0.0362798171427785	Thyroid	MCF7	0.0362798171427785	685.0
CDC7	C0027662	-0.03609691159973272	Thyroid	MCF7	0.03609691159973272	686.0
RXFP4	C0027662	-0.03609015962251716	Thyroid	MCF7	0.03609015962251716	687.0
(SOCS2)	C0027662	-0.03606444112026974	Thyroid	MCF7	0.03606444112026974	688.0
LOC101927855	C0027662	-0.03572813879215553	Thyroid	MCF7	0.03572813879215553	689.0
XLOC_L2_009105	C0027662	-0.035596130201998255	Thyroid	MCF7	0.035596130201998255	690.0
LAMTOR3	C0027662	-0.03548762994346144	Thyroid	MCF7	0.03548762994346144	691.0
SMIM30	C0027662	-0.035426103851838864	Thyroid	MCF7	0.035426103851838864	692.0
RPS6	C0027662	-0.035254692193009474	Thyroid	MCF7	0.035254692193009474	693.0
ETNK1	C0027662	-0.0352496872918	Thyroid	MCF7	0.0352496872918	694.0
NRBP1	C0027662	-0.03504437525883253	Thyroid	MCF7	0.03504437525883253	695.0
ZNF610	C0027662	-0.035033568395367976	Thyroid	MCF7	0.035033568395367976	696.0
MFSD10	C0027662	-0.03501410701635166	Thyroid	MCF7	0.03501410701635166	697.0
MSRA	C0027662	-0.03492789585989886	Thyroid	MCF7	0.03492789585989886	698.0
ERCC3	C0027662	-0.03491829158973214	Thyroid	MCF7	0.03491829158973214	699.0
PTRF	C0027662	-0.03488164120157311	Thyroid	MCF7	0.03488164120157311	700.0
CRCP	C0027662	-0.03485669401633751	Thyroid	MCF7	0.03485669401633751	701.0
TBC1D9B	C0027662	-0.03468726017753543	Thyroid	MCF7	0.03468726017753543	702.0
ZNF747	C0027662	-0.03465344873607923	Thyroid	MCF7	0.03465344873607923	703.0
ZEB1-AS1	C0027662	-0.03437825783230042	Thyroid	MCF7	0.03437825783230042	704.0
SNX17	C0027662	-0.03406456967954141	Thyroid	MCF7	0.03406456967954141	705.0
XLOC_001728	C0027662	-0.033973212539050834	Thyroid	MCF7	0.033973212539050834	706.0
CDX2	C0027662	-0.033946214675977915	Thyroid	MCF7	0.033946214675977915	707.0
MAPK14	C0027662	-0.033943920580497666	Thyroid	MCF7	0.033943920580497666	708.0
SYNGR3	C0027662	-0.033881613891145745	Thyroid	MCF7	0.033881613891145745	709.0
LINC02081	C0027662	-0.03371286022905262	Thyroid	MCF7	0.03371286022905262	710.0
PI4KAP2	C0027662	-0.03367477290928833	Thyroid	MCF7	0.03367477290928833	711.0
BCL6B	C0027662	-0.03351525806584421	Thyroid	MCF7	0.03351525806584421	712.0
ESD	C0027662	-0.03343256712653053	Thyroid	MCF7	0.03343256712653053	713.0
METTL14	C0027662	-0.03337171985471765	Thyroid	MCF7	0.03337171985471765	714.0
LOC403323	C0027662	-0.03333682550674233	Thyroid	MCF7	0.03333682550674233	715.0
IKBKB	C0027662	-0.033275747921992505	Thyroid	MCF7	0.033275747921992505	716.0
PTS	C0027662	-0.033102491843684856	Thyroid	MCF7	0.033102491843684856	717.0
FBXO5	C0027662	-0.03309241772681748	Thyroid	MCF7	0.03309241772681748	718.0
ZNF546	C0027662	-0.03307849556064557	Thyroid	MCF7	0.03307849556064557	719.0
XLOC_006513	C0027662	-0.03299290207078176	Thyroid	MCF7	0.03299290207078176	720.0
RXFP1	C0027662	-0.03296297931756187	Thyroid	MCF7	0.03296297931756187	721.0
(LINC01589)	C0027662	-0.03289721162868475	Thyroid	MCF7	0.03289721162868475	722.0
XLOC_006915	C0027662	-0.03282523606779075	Thyroid	MCF7	0.03282523606779075	723.0
SF1	C0027662	-0.032814735606302436	Thyroid	MCF7	0.032814735606302436	724.0
ACTN4	C0027662	-0.03274977343857621	Thyroid	MCF7	0.03274977343857621	725.0
ARPC4	C0027662	-0.03265060044481993	Thyroid	MCF7	0.03265060044481993	726.0
PIPOX	C0027662	-0.03263403804731135	Thyroid	MCF7	0.03263403804731135	727.0
UBR5-AS1	C0027662	-0.03256140059193435	Thyroid	MCF7	0.03256140059193435	728.0
CS	C0027662	-0.032364343900136205	Thyroid	MCF7	0.032364343900136205	729.0
CAPNS2	C0027662	-0.032263002887309655	Thyroid	MCF7	0.032263002887309655	730.0
XLOC_L2_007456	C0027662	-0.03198404099873309	Thyroid	MCF7	0.03198404099873309	731.0
PHF19	C0027662	-0.031897570702478006	Thyroid	MCF7	0.031897570702478006	732.0
CBR1	C0027662	-0.03186634074422234	Thyroid	MCF7	0.03186634074422234	733.0
CDK2	C0027662	-0.031788871667768115	Thyroid	MCF7	0.031788871667768115	734.0
AIFM1	C0027662	-0.031656516699056114	Thyroid	MCF7	0.031656516699056114	735.0
LDHA	C0027662	-0.031640448835775103	Thyroid	MCF7	0.031640448835775103	736.0
SETD7	C0027662	-0.03145906195996706	Thyroid	MCF7	0.03145906195996706	737.0
STMN1	C0027662	-0.03142841455743084	Thyroid	MCF7	0.03142841455743084	738.0
UGDH-AS1	C0027662	-0.03131528030106878	Thyroid	MCF7	0.03131528030106878	739.0
LOC389332	C0027662	-0.031232091131719875	Thyroid	MCF7	0.031232091131719875	740.0
MAT1A	C0027662	-0.031219265107267136	Thyroid	MCF7	0.031219265107267136	741.0
XLOC_L2_011983	C0027662	-0.03113464493095197	Thyroid	MCF7	0.03113464493095197	742.0
LINC00526	C0027662	-0.03108856876850763	Thyroid	MCF7	0.03108856876850763	743.0
XLOC_L2_013650	C0027662	-0.030839870330196195	Thyroid	MCF7	0.030839870330196195	744.0
PNLDC1	C0027662	-0.030766008705758185	Thyroid	MCF7	0.030766008705758185	745.0
RNF7	C0027662	-0.030607431093057302	Thyroid	MCF7	0.030607431093057302	746.0
ELAC2	C0027662	-0.030512874899945475	Thyroid	MCF7	0.030512874899945475	747.0
LOC100507507	C0027662	-0.03049473313195139	Thyroid	MCF7	0.03049473313195139	748.0
PXN-AS1	C0027662	-0.030379570559635694	Thyroid	MCF7	0.030379570559635694	749.0
CCNG1	C0027662	-0.03036271965069237	Thyroid	MCF7	0.03036271965069237	750.0
LOC105274304	C0027662	-0.03034836146723574	Thyroid	MCF7	0.03034836146723574	751.0
FGFRL1	C0027662	-0.03034140900333515	Thyroid	MCF7	0.03034140900333515	752.0
LOC100129434	C0027662	-0.03013382808145093	Thyroid	MCF7	0.03013382808145093	753.0
HOXA5	C0027662	-0.029875560010337976	Thyroid	MCF7	0.029875560010337976	754.0
LPAR6	C0027662	-0.02984332768998721	Thyroid	MCF7	0.02984332768998721	755.0
EIF4B	C0027662	-0.029799643959905753	Thyroid	MCF7	0.029799643959905753	756.0
GNA15	C0027662	-0.02936434764125684	Thyroid	MCF7	0.02936434764125684	757.0
GSTM1	C0027662	-0.029202766144393433	Thyroid	MCF7	0.029202766144393433	758.0
DNAJB9	C0027662	-0.029072368026078932	Thyroid	MCF7	0.029072368026078932	759.0
LPAR5	C0027662	-0.02904294476971292	Thyroid	MCF7	0.02904294476971292	760.0
PPM1B	C0027662	-0.02903816124689662	Thyroid	MCF7	0.02903816124689662	761.0
ZNF263	C0027662	-0.02874520154814597	Thyroid	MCF7	0.02874520154814597	762.0
TH	C0027662	-0.028434671296479586	Thyroid	MCF7	0.028434671296479586	763.0
ACTR3	C0027662	-0.028416571393135248	Thyroid	MCF7	0.028416571393135248	764.0
GBP2	C0027662	-0.028328477562616472	Thyroid	MCF7	0.028328477562616472	765.0
PDS5A	C0027662	-0.028322093538933224	Thyroid	MCF7	0.028322093538933224	766.0
RPL22	C0027662	-0.02820066440547353	Thyroid	MCF7	0.02820066440547353	767.0
LOC105379049	C0027662	-0.028142198847159294	Thyroid	MCF7	0.028142198847159294	768.0
GMDS	C0027662	-0.028140549836654483	Thyroid	MCF7	0.028140549836654483	769.0
STAT3	C0027662	-0.027970512865871378	Thyroid	MCF7	0.027970512865871378	770.0
ITGB2	C0027662	-0.027780953712730483	Thyroid	MCF7	0.027780953712730483	771.0
PEPD	C0027662	-0.02758348767686636	Thyroid	MCF7	0.02758348767686636	772.0
CREB3L1	C0027662	-0.02741516056211757	Thyroid	MCF7	0.02741516056211757	773.0
CLCN5	C0027662	-0.02731887378197273	Thyroid	MCF7	0.02731887378197273	774.0
LOC107986852	C0027662	-0.027072877805665474	Thyroid	MCF7	0.027072877805665474	775.0
RPS7	C0027662	-0.027049584532273574	Thyroid	MCF7	0.027049584532273574	776.0
EDNRB	C0027662	-0.026912707104306488	Thyroid	MCF7	0.026912707104306488	777.0
GNB2	C0027662	-0.026889294308126033	Thyroid	MCF7	0.026889294308126033	778.0
ZNF677	C0027662	-0.026717397436123003	Thyroid	MCF7	0.026717397436123003	779.0
PRKAB2	C0027662	-0.026476666324080966	Thyroid	MCF7	0.026476666324080966	780.0
ZNF543	C0027662	-0.026216641399143148	Thyroid	MCF7	0.026216641399143148	781.0
PSMG3-AS1	C0027662	-0.026123804046260357	Thyroid	MCF7	0.026123804046260357	782.0
HN1L	C0027662	-0.026006169389555023	Thyroid	MCF7	0.026006169389555023	783.0
BRCA1	C0027662	-0.02582837886357181	Thyroid	MCF7	0.02582837886357181	784.0
LHX8	C0027662	-0.025466038397968793	Thyroid	MCF7	0.025466038397968793	785.0
HAGH	C0027662	-0.025418334189188707	Thyroid	MCF7	0.025418334189188707	786.0
CRNDE	C0027662	-0.025329639333382614	Thyroid	MCF7	0.025329639333382614	787.0
FKBP4	C0027662	-0.025145975517930852	Thyroid	MCF7	0.025145975517930852	788.0
XLOC_009340	C0027662	-0.02493820152788273	Thyroid	MCF7	0.02493820152788273	789.0
LOC105379476	C0027662	-0.024929379645806993	Thyroid	MCF7	0.024929379645806993	790.0
DECR1	C0027662	-0.024683193213033805	Thyroid	MCF7	0.024683193213033805	791.0
ERCC1	C0027662	-0.024680657603188383	Thyroid	MCF7	0.024680657603188383	792.0
ATG3	C0027662	-0.024626197592521715	Thyroid	MCF7	0.024626197592521715	793.0
EFCAB10	C0027662	-0.024623941777665248	Thyroid	MCF7	0.024623941777665248	794.0
(AC074117.10)	C0027662	-0.02442354003115188	Thyroid	MCF7	0.02442354003115188	795.0
DUSP6	C0027662	-0.02432407693070915	Thyroid	MCF7	0.02432407693070915	796.0
RXRG	C0027662	-0.024139261355495156	Thyroid	MCF7	0.024139261355495156	797.0
FABP6	C0027662	-0.02410093800333013	Thyroid	MCF7	0.02410093800333013	798.0
PSMA8	C0027662	-0.024002033308639703	Thyroid	MCF7	0.024002033308639703	799.0
GNG5	C0027662	-0.023842216128086458	Thyroid	MCF7	0.023842216128086458	800.0
DNTTIP2	C0027662	-0.023721978455913728	Thyroid	MCF7	0.023721978455913728	801.0
PEX13	C0027662	-0.023705159816902688	Thyroid	MCF7	0.023705159816902688	802.0
(UBA6-AS1_MUT)	C0027662	-0.023692734556686856	Thyroid	MCF7	0.023692734556686856	803.0
XLOC_L2_006983	C0027662	-0.023672518176245827	Thyroid	MCF7	0.023672518176245827	804.0
CASP14	C0027662	-0.023487833486644183	Thyroid	MCF7	0.023487833486644183	805.0
HIST2H2BE	C0027662	-0.023478855495968176	Thyroid	MCF7	0.023478855495968176	806.0
TWIST2	C0027662	-0.02340168470712478	Thyroid	MCF7	0.02340168470712478	807.0
TTTY14	C0027662	-0.023274192228407875	Thyroid	MCF7	0.023274192228407875	808.0
XLOC_004924	C0027662	-0.0232695388975932	Thyroid	MCF7	0.0232695388975932	809.0
(LINC02081.2)	C0027662	-0.023165810556881494	Thyroid	MCF7	0.023165810556881494	810.0
LACC1	C0027662	-0.023140252892375424	Thyroid	MCF7	0.023140252892375424	811.0
PRSS23	C0027662	-0.022884331644284828	Thyroid	MCF7	0.022884331644284828	812.0
IFNB1	C0027662	-0.022863422894612517	Thyroid	MCF7	0.022863422894612517	813.0
NDUFB8	C0027662	-0.02275918521510123	Thyroid	MCF7	0.02275918521510123	814.0
B3GNT1	C0027662	-0.022562950608461474	Thyroid	MCF7	0.022562950608461474	815.0
XLOC_006985	C0027662	-0.02255431553237397	Thyroid	MCF7	0.02255431553237397	816.0
XLOC_L2_014585	C0027662	-0.022479863486468465	Thyroid	MCF7	0.022479863486468465	817.0
NRBP2	C0027662	-0.022426189654493944	Thyroid	MCF7	0.022426189654493944	818.0
COPZ1	C0027662	-0.022360482836176532	Thyroid	MCF7	0.022360482836176532	819.0
PEX11A	C0027662	-0.0222845772116973	Thyroid	MCF7	0.0222845772116973	820.0
LINC00938	C0027662	-0.022005806648834003	Thyroid	MCF7	0.022005806648834003	821.0
KLHDC2	C0027662	-0.02179996567095155	Thyroid	MCF7	0.02179996567095155	822.0
ZFP28	C0027662	-0.02175163884826148	Thyroid	MCF7	0.02175163884826148	823.0
HLF	C0027662	-0.021634023209136766	Thyroid	MCF7	0.021634023209136766	824.0
XLOC_005777	C0027662	-0.021585399567713104	Thyroid	MCF7	0.021585399567713104	825.0
LIPA	C0027662	-0.02142345459061512	Thyroid	MCF7	0.02142345459061512	826.0
TFAP2A-AS1	C0027662	-0.02123352880173779	Thyroid	MCF7	0.02123352880173779	827.0
NDUFA4	C0027662	-0.021233276999783834	Thyroid	MCF7	0.021233276999783834	828.0
XLOC_000889	C0027662	-0.021230422599563648	Thyroid	MCF7	0.021230422599563648	829.0
PTP4A2	C0027662	-0.021162641581792485	Thyroid	MCF7	0.021162641581792485	830.0
HIF1A	C0027662	-0.02109640096051435	Thyroid	MCF7	0.02109640096051435	831.0
ZNF595	C0027662	-0.020608763831452714	Thyroid	MCF7	0.020608763831452714	832.0
MIR34A	C0027662	-0.0205853104769389	Thyroid	MCF7	0.0205853104769389	833.0
RNF14	C0027662	-0.020225741596897162	Thyroid	MCF7	0.020225741596897162	834.0
ARL4C	C0027662	-0.020213027769733216	Thyroid	MCF7	0.020213027769733216	835.0
CRYZ	C0027662	-0.020174771993861418	Thyroid	MCF7	0.020174771993861418	836.0
UCK2	C0027662	-0.02010088299250956	Thyroid	MCF7	0.02010088299250956	837.0
PLAU	C0027662	-0.020013020126336656	Thyroid	MCF7	0.020013020126336656	838.0
PSEN2	C0027662	-0.0199207872589664	Thyroid	MCF7	0.0199207872589664	839.0
MCM5	C0027662	-0.019861112989101537	Thyroid	MCF7	0.019861112989101537	840.0
SIX2	C0027662	-0.01972375056222364	Thyroid	MCF7	0.01972375056222364	841.0
XLOC_008829	C0027662	-0.01965877855966891	Thyroid	MCF7	0.01965877855966891	842.0
LOC401320	C0027662	-0.01961488430064029	Thyroid	MCF7	0.01961488430064029	843.0
(RP11-574K11.24)	C0027662	-0.01954189029300868	Thyroid	MCF7	0.01954189029300868	844.0
PAX8	C0027662	-0.019531667745269266	Thyroid	MCF7	0.019531667745269266	845.0
FHL2	C0027662	-0.01952388339394595	Thyroid	MCF7	0.01952388339394595	846.0
FOSL2	C0027662	-0.019479937346944975	Thyroid	MCF7	0.019479937346944975	847.0
LYZ	C0027662	-0.019463041540013437	Thyroid	MCF7	0.019463041540013437	848.0
LRPAP1	C0027662	-0.01907747831714235	Thyroid	MCF7	0.01907747831714235	849.0
FDX1	C0027662	-0.018882950871698778	Thyroid	MCF7	0.018882950871698778	850.0
PGD	C0027662	-0.018816598486185887	Thyroid	MCF7	0.018816598486185887	851.0
EBNA1BP2	C0027662	-0.018786277786331018	Thyroid	MCF7	0.018786277786331018	852.0
PIGBOS1	C0027662	-0.018724246326084826	Thyroid	MCF7	0.018724246326084826	853.0
LINC02486	C0027662	-0.01852095360127448	Thyroid	MCF7	0.01852095360127448	854.0
DICER1	C0027662	-0.018375554754116896	Thyroid	MCF7	0.018375554754116896	855.0
IL13RA2	C0027662	-0.01831879318304308	Thyroid	MCF7	0.01831879318304308	856.0
XLOC_L2_003877	C0027662	-0.018200916508839926	Thyroid	MCF7	0.018200916508839926	857.0
SUPV3L1	C0027662	-0.018146927216914133	Thyroid	MCF7	0.018146927216914133	858.0
RAB27A	C0027662	-0.018105250123886973	Thyroid	MCF7	0.018105250123886973	859.0
(AL110181_MUT)	C0027662	-0.01804579419087049	Thyroid	MCF7	0.01804579419087049	860.0
GPR83	C0027662	-0.017845168429308833	Thyroid	MCF7	0.017845168429308833	861.0
TRIM2	C0027662	-0.017818693739711344	Thyroid	MCF7	0.017818693739711344	862.0
SRSF4	C0027662	-0.017640835157185508	Thyroid	MCF7	0.017640835157185508	863.0
LSM5	C0027662	-0.01741201352815014	Thyroid	MCF7	0.01741201352815014	864.0
LINC01426	C0027662	-0.017364840743383736	Thyroid	MCF7	0.017364840743383736	865.0
CLTA	C0027662	-0.017262522650206336	Thyroid	MCF7	0.017262522650206336	866.0
RYBP	C0027662	-0.016860187661115633	Thyroid	MCF7	0.016860187661115633	867.0
PYCR1	C0027662	-0.01683103101043848	Thyroid	MCF7	0.01683103101043848	868.0
ATP6V1D	C0027662	-0.016771776008537742	Thyroid	MCF7	0.016771776008537742	869.0
LEF1	C0027662	-0.016696472643179527	Thyroid	MCF7	0.016696472643179527	870.0
YWHAQ	C0027662	-0.01634422211215303	Thyroid	MCF7	0.01634422211215303	871.0
MCM3AP-AS1	C0027662	-0.016187480344095784	Thyroid	MCF7	0.016187480344095784	872.0
TIMP3	C0027662	-0.01618164117323828	Thyroid	MCF7	0.01618164117323828	873.0
THUMPD3-AS1	C0027662	-0.016178394427397214	Thyroid	MCF7	0.016178394427397214	874.0
PC	C0027662	-0.016094531917071775	Thyroid	MCF7	0.016094531917071775	875.0
AGTR1	C0027662	-0.015994740393744378	Thyroid	MCF7	0.015994740393744378	876.0
HOXB-AS3	C0027662	-0.01596572654748374	Thyroid	MCF7	0.01596572654748374	877.0
SOX2-OT	C0027662	-0.015853804563034757	Thyroid	MCF7	0.015853804563034757	878.0
GUK1	C0027662	-0.015686883286943232	Thyroid	MCF7	0.015686883286943232	879.0
TCTN1	C0027662	-0.015571046913585462	Thyroid	MCF7	0.015571046913585462	880.0
HRH1	C0027662	-0.015396562318511053	Thyroid	MCF7	0.015396562318511053	881.0
CASK	C0027662	-0.015392216632858169	Thyroid	MCF7	0.015392216632858169	882.0
CARS	C0027662	-0.01533488337820521	Thyroid	MCF7	0.01533488337820521	883.0
CDC20	C0027662	-0.015209860426834254	Thyroid	MCF7	0.015209860426834254	884.0
RALBP1	C0027662	-0.015153777832012105	Thyroid	MCF7	0.015153777832012105	885.0
RUFY1	C0027662	-0.01506341491760499	Thyroid	MCF7	0.01506341491760499	886.0
NAGK	C0027662	-0.014976807543897852	Thyroid	MCF7	0.014976807543897852	887.0
DHRS2	C0027662	-0.014904270721931567	Thyroid	MCF7	0.014904270721931567	888.0
SQRDL	C0027662	-0.014902663628467039	Thyroid	MCF7	0.014902663628467039	889.0
LSM6	C0027662	-0.014832572226995522	Thyroid	MCF7	0.014832572226995522	890.0
ELFN1-AS1	C0027662	-0.014825283283878665	Thyroid	MCF7	0.014825283283878665	891.0
RARB	C0027662	-0.014797014068236303	Thyroid	MCF7	0.014797014068236303	892.0
EPHX1	C0027662	-0.014571302001231912	Thyroid	MCF7	0.014571302001231912	893.0
ARRB1	C0027662	-0.01448104438663722	Thyroid	MCF7	0.01448104438663722	894.0
RCHY1	C0027662	-0.014308300532195561	Thyroid	MCF7	0.014308300532195561	895.0
FOXA3	C0027662	-0.014289433295185061	Thyroid	MCF7	0.014289433295185061	896.0
CHRM3	C0027662	-0.014282020908516602	Thyroid	MCF7	0.014282020908516602	897.0
HOXA9	C0027662	-0.01420184984213968	Thyroid	MCF7	0.01420184984213968	898.0
CHRAC1	C0027662	-0.013980107476510018	Thyroid	MCF7	0.013980107476510018	899.0
BMPR1B	C0027662	-0.01392816034902733	Thyroid	MCF7	0.01392816034902733	900.0
DDAH2	C0027662	-0.013679937757339555	Thyroid	MCF7	0.013679937757339555	901.0
RPA2	C0027662	-0.013650439092194766	Thyroid	MCF7	0.013650439092194766	902.0
CXADR	C0027662	-0.013400381676382356	Thyroid	MCF7	0.013400381676382356	903.0
CTCFL	C0027662	-0.013261830956453391	Thyroid	MCF7	0.013261830956453391	904.0
ZNF436	C0027662	-0.013222528145003576	Thyroid	MCF7	0.013222528145003576	905.0
MAPKAPK2	C0027662	-0.013196420521521812	Thyroid	MCF7	0.013196420521521812	906.0
XLOC_008151	C0027662	-0.01319447168403598	Thyroid	MCF7	0.01319447168403598	907.0
ALDOA	C0027662	-0.013134146208309438	Thyroid	MCF7	0.013134146208309438	908.0
(PCBP1-AS1)	C0027662	-0.013069943070690426	Thyroid	MCF7	0.013069943070690426	909.0
ELMOD3	C0027662	-0.013030210964960265	Thyroid	MCF7	0.013030210964960265	910.0
PCCB	C0027662	-0.01295282739835546	Thyroid	MCF7	0.01295282739835546	911.0
GPR146	C0027662	-0.01266662863509116	Thyroid	MCF7	0.01266662863509116	912.0
XLOC_003782	C0027662	-0.012610945141739771	Thyroid	MCF7	0.012610945141739771	913.0
IRF5	C0027662	-0.012448653616041971	Thyroid	MCF7	0.012448653616041971	914.0
ING2	C0027662	-0.012445371325212173	Thyroid	MCF7	0.012445371325212173	915.0
SULT1A2	C0027662	-0.012409543337041917	Thyroid	MCF7	0.012409543337041917	916.0
FIGF	C0027662	-0.012296848272736804	Thyroid	MCF7	0.012296848272736804	917.0
IL20	C0027662	-0.012241005988226306	Thyroid	MCF7	0.012241005988226306	918.0
(SLC35A4_MUT)	C0027662	-0.012171892998866563	Thyroid	MCF7	0.012171892998866563	919.0
SOCS2	C0027662	-0.012154515699052126	Thyroid	MCF7	0.012154515699052126	920.0
NDUFA3	C0027662	-0.01214830818155388	Thyroid	MCF7	0.01214830818155388	921.0
XLOC_002888	C0027662	-0.011974593061755412	Thyroid	MCF7	0.011974593061755412	922.0
CDK5	C0027662	-0.011899193688541532	Thyroid	MCF7	0.011899193688541532	923.0
ASAP2	C0027662	-0.011873225890634442	Thyroid	MCF7	0.011873225890634442	924.0
TMEM110	C0027662	-0.011535150314974763	Thyroid	MCF7	0.011535150314974763	925.0
IGSF8	C0027662	-0.011295136788308735	Thyroid	MCF7	0.011295136788308735	926.0
LOC101927151	C0027662	-0.011294581074119403	Thyroid	MCF7	0.011294581074119403	927.0
WARS	C0027662	-0.011191024158022644	Thyroid	MCF7	0.011191024158022644	928.0
NISCH	C0027662	-0.01100300028441148	Thyroid	MCF7	0.01100300028441148	929.0
SDHA	C0027662	-0.010798313535393067	Thyroid	MCF7	0.010798313535393067	930.0
GRPR	C0027662	-0.010785386861634771	Thyroid	MCF7	0.010785386861634771	931.0
XLOC_004323	C0027662	-0.010765098013860941	Thyroid	MCF7	0.010765098013860941	932.0
XLOC_004165	C0027662	-0.01071369687849133	Thyroid	MCF7	0.01071369687849133	933.0
EZH1	C0027662	-0.010691434480261996	Thyroid	MCF7	0.010691434480261996	934.0
LOC642515	C0027662	-0.010658282860414703	Thyroid	MCF7	0.010658282860414703	935.0
HADHA	C0027662	-0.010644886617713789	Thyroid	MCF7	0.010644886617713789	936.0
EIF2S2	C0027662	-0.010529979888425967	Thyroid	MCF7	0.010529979888425967	937.0
ZNF213-AS1	C0027662	-0.010448569942585806	Thyroid	MCF7	0.010448569942585806	938.0
CSNK1A1L	C0027662	-0.010270388416752096	Thyroid	MCF7	0.010270388416752096	939.0
(LOC101927989)	C0027662	-0.010259318836413733	Thyroid	MCF7	0.010259318836413733	940.0
VIM	C0027662	-0.010162038689912833	Thyroid	MCF7	0.010162038689912833	941.0
ZNF529-AS1	C0027662	-0.010127342030314956	Thyroid	MCF7	0.010127342030314956	942.0
CBX6	C0027662	-0.010067087769068062	Thyroid	MCF7	0.010067087769068062	943.0
(AX746851)	C0027662	-0.009922054199613228	Thyroid	MCF7	0.009922054199613228	944.0
TNFSF10	C0027662	-0.009843719696594144	Thyroid	MCF7	0.009843719696594144	945.0
PBX4	C0027662	-0.009703631815266789	Thyroid	MCF7	0.009703631815266789	946.0
MAGEB6	C0027662	-0.00969318199890834	Thyroid	MCF7	0.00969318199890834	947.0
PECR	C0027662	-0.00959030110183412	Thyroid	MCF7	0.00959030110183412	948.0
NRP1	C0027662	-0.009499864663136792	Thyroid	MCF7	0.009499864663136792	949.0
MXD3	C0027662	-0.00949245746253502	Thyroid	MCF7	0.00949245746253502	950.0
