gene	disease_id	correlation	tissue	cell	score	prediction_rank
SLC25A10	C0027662	0.09347238940784652	Thyroid	MCF7	-0.09347238940784652	2033.0
ARPC3	C0027662	0.09357614979532025	Thyroid	MCF7	-0.09357614979532025	2034.0
GALR2	C0027662	0.09371152364574942	Thyroid	MCF7	-0.09371152364574942	2035.0
CAB39	C0027662	0.09393996992615194	Thyroid	MCF7	-0.09393996992615194	2036.0
UBE2D1	C0027662	0.09407766151493879	Thyroid	MCF7	-0.09407766151493879	2037.0
XLOC_004284	C0027662	0.09418189846934155	Thyroid	MCF7	-0.09418189846934155	2038.0
SLC25A13	C0027662	0.09426175608234055	Thyroid	MCF7	-0.09426175608234055	2039.0
COX5B	C0027662	0.09444390512654488	Thyroid	MCF7	-0.09444390512654488	2040.0
SRP54-AS1	C0027662	0.0947813693255859	Thyroid	MCF7	-0.0947813693255859	2041.0
XLOC_003385	C0027662	0.09516246469199097	Thyroid	MCF7	-0.09516246469199097	2042.0
PRR7-AS1	C0027662	0.09547336942456297	Thyroid	MCF7	-0.09547336942456297	2043.0
CCND1	C0027662	0.0954875655005114	Thyroid	MCF7	-0.0954875655005114	2044.0
PRPF4B	C0027662	0.09548980785294348	Thyroid	MCF7	-0.09548980785294348	2045.0
RBKS	C0027662	0.09549612964873322	Thyroid	MCF7	-0.09549612964873322	2046.0
BAIAP2-AS1	C0027662	0.09589379976173396	Thyroid	MCF7	-0.09589379976173396	2047.0
AKR1A1	C0027662	0.09589407469047961	Thyroid	MCF7	-0.09589407469047961	2048.0
PSMD5	C0027662	0.09593798225474126	Thyroid	MCF7	-0.09593798225474126	2049.0
LIG1	C0027662	0.09609450658070151	Thyroid	MCF7	-0.09609450658070151	2050.0
ACADS	C0027662	0.0962040379998732	Thyroid	MCF7	-0.0962040379998732	2051.0
KCNJ11	C0027662	0.09630527737398398	Thyroid	MCF7	-0.09630527737398398	2052.0
XLOC_000587	C0027662	0.09633914489600559	Thyroid	MCF7	-0.09633914489600559	2053.0
SLC38A2	C0027662	0.09635766450073302	Thyroid	MCF7	-0.09635766450073302	2054.0
ATP1A1-AS1	C0027662	0.09636983939176003	Thyroid	MCF7	-0.09636983939176003	2055.0
TUBB2C	C0027662	0.09642487879055073	Thyroid	MCF7	-0.09642487879055073	2056.0
KCNN4	C0027662	0.09646625128082187	Thyroid	MCF7	-0.09646625128082187	2057.0
CASC15	C0027662	0.09653691549499888	Thyroid	MCF7	-0.09653691549499888	2058.0
TRAF1	C0027662	0.09656709568477007	Thyroid	MCF7	-0.09656709568477007	2059.0
(EIF1B)	C0027662	0.09664805949492561	Thyroid	MCF7	-0.09664805949492561	2060.0
PHTF2	C0027662	0.09668202067514509	Thyroid	MCF7	-0.09668202067514509	2061.0
NONO	C0027662	0.09671125989338836	Thyroid	MCF7	-0.09671125989338836	2062.0
PHF13	C0027662	0.09674119939955639	Thyroid	MCF7	-0.09674119939955639	2063.0
TGFA	C0027662	0.09684236283276015	Thyroid	MCF7	-0.09684236283276015	2064.0
PPP3CB	C0027662	0.09698550321013477	Thyroid	MCF7	-0.09698550321013477	2065.0
MSH5	C0027662	0.09707040991472737	Thyroid	MCF7	-0.09707040991472737	2066.0
ATG7	C0027662	0.09708479785057311	Thyroid	MCF7	-0.09708479785057311	2067.0
SNX7	C0027662	0.09712051018321122	Thyroid	MCF7	-0.09712051018321122	2068.0
PIGB	C0027662	0.09721761115249516	Thyroid	MCF7	-0.09721761115249516	2069.0
GALR3	C0027662	0.09731429551773074	Thyroid	MCF7	-0.09731429551773074	2070.0
XLOC_005143	C0027662	0.09746913430781001	Thyroid	MCF7	-0.09746913430781001	2071.0
TIRAP	C0027662	0.09776485938560975	Thyroid	MCF7	-0.09776485938560975	2072.0
(RP11-505K9.1_MUT)	C0027662	0.0977714116733549	Thyroid	MCF7	-0.0977714116733549	2073.0
PPAT	C0027662	0.09780768382614602	Thyroid	MCF7	-0.09780768382614602	2074.0
INTS12	C0027662	0.09782823897153736	Thyroid	MCF7	-0.09782823897153736	2075.0
BTG1	C0027662	0.09796347210637824	Thyroid	MCF7	-0.09796347210637824	2076.0
PIAS1	C0027662	0.09802935375742772	Thyroid	MCF7	-0.09802935375742772	2077.0
YEATS4	C0027662	0.09805769827268718	Thyroid	MCF7	-0.09805769827268718	2078.0
NR2F6	C0027662	0.09831336259821755	Thyroid	MCF7	-0.09831336259821755	2079.0
GOT2	C0027662	0.0983896431391843	Thyroid	MCF7	-0.0983896431391843	2080.0
TTK	C0027662	0.09839909359987575	Thyroid	MCF7	-0.09839909359987575	2081.0
CREB1	C0027662	0.09840803043971802	Thyroid	MCF7	-0.09840803043971802	2082.0
FEZF1-AS1	C0027662	0.09848839781049523	Thyroid	MCF7	-0.09848839781049523	2083.0
PAF1	C0027662	0.09854253646599709	Thyroid	MCF7	-0.09854253646599709	2084.0
RUVBL2	C0027662	0.09861443851035911	Thyroid	MCF7	-0.09861443851035911	2085.0
XLOC_L2_015295	C0027662	0.09862634704648632	Thyroid	MCF7	-0.09862634704648632	2086.0
CALM1	C0027662	0.09864889375021979	Thyroid	MCF7	-0.09864889375021979	2087.0
NSDHL	C0027662	0.0986605719278153	Thyroid	MCF7	-0.0986605719278153	2088.0
PIK3CB	C0027662	0.09872439081316375	Thyroid	MCF7	-0.09872439081316375	2089.0
PDGY	C0027662	0.09890159682210153	Thyroid	MCF7	-0.09890159682210153	2090.0
TFG	C0027662	0.09892924576624251	Thyroid	MCF7	-0.09892924576624251	2091.0
MYL6	C0027662	0.09921620143760679	Thyroid	MCF7	-0.09921620143760679	2092.0
KLF6	C0027662	0.09921888002096657	Thyroid	MCF7	-0.09921888002096657	2093.0
AKT3	C0027662	0.09928495827197403	Thyroid	MCF7	-0.09928495827197403	2094.0
SERTAD4-AS1	C0027662	0.09929654309314917	Thyroid	MCF7	-0.09929654309314917	2095.0
PTPRF	C0027662	0.09950824355634769	Thyroid	MCF7	-0.09950824355634769	2096.0
NFKB1	C0027662	0.0996026615393365	Thyroid	MCF7	-0.0996026615393365	2097.0
XLOC_L2_000582	C0027662	0.09969861988554674	Thyroid	MCF7	-0.09969861988554674	2098.0
HSPA9	C0027662	0.1004003967660081	Thyroid	MCF7	-0.1004003967660081	2099.0
GADD45B	C0027662	0.1004535929945578	Thyroid	MCF7	-0.1004535929945578	2100.0
CARD9	C0027662	0.10080911994062092	Thyroid	MCF7	-0.10080911994062092	2101.0
LOC153684	C0027662	0.10102065604275778	Thyroid	MCF7	-0.10102065604275778	2102.0
TNFRSF10A	C0027662	0.10111450367310693	Thyroid	MCF7	-0.10111450367310693	2103.0
ZNF583	C0027662	0.1012557313639868	Thyroid	MCF7	-0.1012557313639868	2104.0
PNPO	C0027662	0.10127881771597014	Thyroid	MCF7	-0.10127881771597014	2105.0
HOPX	C0027662	0.10144940596864283	Thyroid	MCF7	-0.10144940596864283	2106.0
NRIP1	C0027662	0.10169326260408806	Thyroid	MCF7	-0.10169326260408806	2107.0
ASMTL	C0027662	0.10173417693566356	Thyroid	MCF7	-0.10173417693566356	2108.0
P2RY12	C0027662	0.1017868047428323	Thyroid	MCF7	-0.1017868047428323	2109.0
DLD	C0027662	0.10185268543143389	Thyroid	MCF7	-0.10185268543143389	2110.0
SORBS3	C0027662	0.1021158934002746	Thyroid	MCF7	-0.1021158934002746	2111.0
FGFR3	C0027662	0.10247470078890586	Thyroid	MCF7	-0.10247470078890586	2112.0
HMOX2	C0027662	0.10272552130854296	Thyroid	MCF7	-0.10272552130854296	2113.0
DHX29	C0027662	0.10284777515210863	Thyroid	MCF7	-0.10284777515210863	2114.0
NDUFA8	C0027662	0.10297342155097788	Thyroid	MCF7	-0.10297342155097788	2115.0
HSD17B2	C0027662	0.10306958656916787	Thyroid	MCF7	-0.10306958656916787	2116.0
RNF146	C0027662	0.10329637274392334	Thyroid	MCF7	-0.10329637274392334	2117.0
ZNF488	C0027662	0.1033364995951791	Thyroid	MCF7	-0.1033364995951791	2118.0
SNHG1	C0027662	0.10344685966543077	Thyroid	MCF7	-0.10344685966543077	2119.0
LOC105371361	C0027662	0.1034723490001308	Thyroid	MCF7	-0.1034723490001308	2120.0
FBXO7	C0027662	0.10363728532100591	Thyroid	MCF7	-0.10363728532100591	2121.0
ENOSF1	C0027662	0.10407270363213916	Thyroid	MCF7	-0.10407270363213916	2122.0
PNN	C0027662	0.10411409540678829	Thyroid	MCF7	-0.10411409540678829	2123.0
ALDH2	C0027662	0.10416160739676583	Thyroid	MCF7	-0.10416160739676583	2124.0
ADSL	C0027662	0.10424856424502149	Thyroid	MCF7	-0.10424856424502149	2125.0
ZPBP2	C0027662	0.10436900681133854	Thyroid	MCF7	-0.10436900681133854	2126.0
MRPS16	C0027662	0.10442528215246882	Thyroid	MCF7	-0.10442528215246882	2127.0
LGALS2	C0027662	0.10479623827572149	Thyroid	MCF7	-0.10479623827572149	2128.0
TRAK2	C0027662	0.10484040739218448	Thyroid	MCF7	-0.10484040739218448	2129.0
SLC35A1	C0027662	0.10485061620223579	Thyroid	MCF7	-0.10485061620223579	2130.0
LOC100507437	C0027662	0.10506799920206544	Thyroid	MCF7	-0.10506799920206544	2131.0
CLK1	C0027662	0.10514856290243835	Thyroid	MCF7	-0.10514856290243835	2132.0
EPHX2	C0027662	0.10533020139398908	Thyroid	MCF7	-0.10533020139398908	2133.0
XLOC_006313	C0027662	0.10546809996512763	Thyroid	MCF7	-0.10546809996512763	2134.0
PRPF4	C0027662	0.10547616582135455	Thyroid	MCF7	-0.10547616582135455	2135.0
XRCC6	C0027662	0.10559544984633518	Thyroid	MCF7	-0.10559544984633518	2136.0
TXNDC9	C0027662	0.10567240922960741	Thyroid	MCF7	-0.10567240922960741	2137.0
RAD1	C0027662	0.10584056687584076	Thyroid	MCF7	-0.10584056687584076	2138.0
ALDOC	C0027662	0.10612551824579308	Thyroid	MCF7	-0.10612551824579308	2139.0
HOXA-AS3	C0027662	0.10628059750566732	Thyroid	MCF7	-0.10628059750566732	2140.0
CFLAR	C0027662	0.1067663313798175	Thyroid	MCF7	-0.1067663313798175	2141.0
BRD4	C0027662	0.10689550144166504	Thyroid	MCF7	-0.10689550144166504	2142.0
MED6	C0027662	0.10691446998440379	Thyroid	MCF7	-0.10691446998440379	2143.0
BUD31	C0027662	0.10708462332226243	Thyroid	MCF7	-0.10708462332226243	2144.0
TXNL1	C0027662	0.10709581530663415	Thyroid	MCF7	-0.10709581530663415	2145.0
CCDC79	C0027662	0.10727332735469175	Thyroid	MCF7	-0.10727332735469175	2146.0
RIPK5	C0027662	0.10745894700773662	Thyroid	MCF7	-0.10745894700773662	2147.0
PITPNA	C0027662	0.1074969470770476	Thyroid	MCF7	-0.1074969470770476	2148.0
ADORA2A	C0027662	0.10752885831413961	Thyroid	MCF7	-0.10752885831413961	2149.0
NET1	C0027662	0.10753641819176618	Thyroid	MCF7	-0.10753641819176618	2150.0
PRDM4	C0027662	0.10757350447146663	Thyroid	MCF7	-0.10757350447146663	2151.0
SOCS5	C0027662	0.1075896889842688	Thyroid	MCF7	-0.1075896889842688	2152.0
TANK	C0027662	0.10778854766598478	Thyroid	MCF7	-0.10778854766598478	2153.0
BZW2	C0027662	0.10796409271300689	Thyroid	MCF7	-0.10796409271300689	2154.0
TAOK3	C0027662	0.10802759445305365	Thyroid	MCF7	-0.10802759445305365	2155.0
NDUFA9	C0027662	0.10808847399463117	Thyroid	MCF7	-0.10808847399463117	2156.0
TRAM2	C0027662	0.10817077414220255	Thyroid	MCF7	-0.10817077414220255	2157.0
MIR193BHG	C0027662	0.10822652689135304	Thyroid	MCF7	-0.10822652689135304	2158.0
ZNF74	C0027662	0.10829765171151418	Thyroid	MCF7	-0.10829765171151418	2159.0
KCNA1	C0027662	0.10834594382419571	Thyroid	MCF7	-0.10834594382419571	2160.0
STAP2	C0027662	0.1084451275536239	Thyroid	MCF7	-0.1084451275536239	2161.0
HOTAIRM1	C0027662	0.10850826477468734	Thyroid	MCF7	-0.10850826477468734	2162.0
CTLA4	C0027662	0.10855991867820991	Thyroid	MCF7	-0.10855991867820991	2163.0
SLC16A11_G340S	C0027662	0.10868300469405334	Thyroid	MCF7	-0.10868300469405334	2164.0
DEPDC1	C0027662	0.10876641042596946	Thyroid	MCF7	-0.10876641042596946	2165.0
SLC16A11_QNT	C0027662	0.10893974208895263	Thyroid	MCF7	-0.10893974208895263	2166.0
IL4	C0027662	0.10899312274964745	Thyroid	MCF7	-0.10899312274964745	2167.0
ZFAND6	C0027662	0.10902566180111484	Thyroid	MCF7	-0.10902566180111484	2168.0
SMAD7	C0027662	0.10910073714121604	Thyroid	MCF7	-0.10910073714121604	2169.0
ARHGEF7	C0027662	0.1092135124763266	Thyroid	MCF7	-0.1092135124763266	2170.0
ZNF621	C0027662	0.10927154230579328	Thyroid	MCF7	-0.10927154230579328	2171.0
CALCOCO2	C0027662	0.10937589797338931	Thyroid	MCF7	-0.10937589797338931	2172.0
ARHGAP26	C0027662	0.1094685770370758	Thyroid	MCF7	-0.1094685770370758	2173.0
FGFR1	C0027662	0.10953742307989178	Thyroid	MCF7	-0.10953742307989178	2174.0
ZNF653	C0027662	0.10965119688659142	Thyroid	MCF7	-0.10965119688659142	2175.0
GALR1	C0027662	0.10969000417860597	Thyroid	MCF7	-0.10969000417860597	2176.0
LOC148413	C0027662	0.10970840364459811	Thyroid	MCF7	-0.10970840364459811	2177.0
CDX1	C0027662	0.10982580491318217	Thyroid	MCF7	-0.10982580491318217	2178.0
METTL4	C0027662	0.10999193315905653	Thyroid	MCF7	-0.10999193315905653	2179.0
SLC16A11_REF	C0027662	0.11031075967454107	Thyroid	MCF7	-0.11031075967454107	2180.0
SRPRB	C0027662	0.11034144957863423	Thyroid	MCF7	-0.11034144957863423	2181.0
PBX2	C0027662	0.11050150318283447	Thyroid	MCF7	-0.11050150318283447	2182.0
ATP6V0A1	C0027662	0.1105425830098663	Thyroid	MCF7	-0.1105425830098663	2183.0
FKBP14	C0027662	0.11061535073221496	Thyroid	MCF7	-0.11061535073221496	2184.0
TERF2IP	C0027662	0.11068524029036864	Thyroid	MCF7	-0.11068524029036864	2185.0
HSP90AB1	C0027662	0.11069363155160661	Thyroid	MCF7	-0.11069363155160661	2186.0
XKRX	C0027662	0.11071192817593456	Thyroid	MCF7	-0.11071192817593456	2187.0
COBL	C0027662	0.11071469422553382	Thyroid	MCF7	-0.11071469422553382	2188.0
XLOC_L2_009882	C0027662	0.11097425802128713	Thyroid	MCF7	-0.11097425802128713	2189.0
CAMKK1	C0027662	0.11101549697851265	Thyroid	MCF7	-0.11101549697851265	2190.0
PRMT7	C0027662	0.11114985397984678	Thyroid	MCF7	-0.11114985397984678	2191.0
PLCB1	C0027662	0.11116991661288722	Thyroid	MCF7	-0.11116991661288722	2192.0
AKT1S1	C0027662	0.11118031374024118	Thyroid	MCF7	-0.11118031374024118	2193.0
HDAC6	C0027662	0.11127991826463768	Thyroid	MCF7	-0.11127991826463768	2194.0
SORD	C0027662	0.11130280740010678	Thyroid	MCF7	-0.11130280740010678	2195.0
BHLHE40	C0027662	0.11130537967435516	Thyroid	MCF7	-0.11130537967435516	2196.0
SPAAR	C0027662	0.11136871361510714	Thyroid	MCF7	-0.11136871361510714	2197.0
FOXR2	C0027662	0.11139619503566567	Thyroid	MCF7	-0.11139619503566567	2198.0
PTPLA	C0027662	0.11140850938449509	Thyroid	MCF7	-0.11140850938449509	2199.0
PPARA	C0027662	0.1116017778441536	Thyroid	MCF7	-0.1116017778441536	2200.0
MAP3K8	C0027662	0.11163519474860162	Thyroid	MCF7	-0.11163519474860162	2201.0
GPX7	C0027662	0.11164312548110022	Thyroid	MCF7	-0.11164312548110022	2202.0
SLC16A11_D127G	C0027662	0.11175599189138685	Thyroid	MCF7	-0.11175599189138685	2203.0
SLC16A11_DBL	C0027662	0.11181955446691938	Thyroid	MCF7	-0.11181955446691938	2204.0
BRAF_G469E	C0027662	0.11182860565704567	Thyroid	MCF7	-0.11182860565704567	2205.0
SLC2A3	C0027662	0.1118976610891752	Thyroid	MCF7	-0.1118976610891752	2206.0
IKZF5	C0027662	0.11196309146435324	Thyroid	MCF7	-0.11196309146435324	2207.0
RORA	C0027662	0.11201860190891477	Thyroid	MCF7	-0.11201860190891477	2208.0
NDUFC2	C0027662	0.1120410660183151	Thyroid	MCF7	-0.1120410660183151	2209.0
ANXA5	C0027662	0.11211827777605976	Thyroid	MCF7	-0.11211827777605976	2210.0
CTNNBIP1	C0027662	0.11221850581492354	Thyroid	MCF7	-0.11221850581492354	2211.0
PDIK1L	C0027662	0.1122539086918225	Thyroid	MCF7	-0.1122539086918225	2212.0
UBASH3A-K387N	C0027662	0.11228893064555023	Thyroid	MCF7	-0.11228893064555023	2213.0
ZNF786	C0027662	0.11231821398145014	Thyroid	MCF7	-0.11231821398145014	2214.0
MYNN	C0027662	0.11235017642039624	Thyroid	MCF7	-0.11235017642039624	2215.0
ZNF213	C0027662	0.11237610645663576	Thyroid	MCF7	-0.11237610645663576	2216.0
STK32C	C0027662	0.11245003512377627	Thyroid	MCF7	-0.11245003512377627	2217.0
RAG1	C0027662	0.11246188576137661	Thyroid	MCF7	-0.11246188576137661	2218.0
FEZ1	C0027662	0.11248180316387024	Thyroid	MCF7	-0.11248180316387024	2219.0
NEK8	C0027662	0.11251265611669803	Thyroid	MCF7	-0.11251265611669803	2220.0
HOMEZ	C0027662	0.11262738072906353	Thyroid	MCF7	-0.11262738072906353	2221.0
ZNF331	C0027662	0.11267553689121412	Thyroid	MCF7	-0.11267553689121412	2222.0
CCNE1	C0027662	0.11267814925147246	Thyroid	MCF7	-0.11267814925147246	2223.0
EIF2B2	C0027662	0.11269464480380009	Thyroid	MCF7	-0.11269464480380009	2224.0
NR1H4	C0027662	0.11277903454310623	Thyroid	MCF7	-0.11277903454310623	2225.0
SLC4A2	C0027662	0.11279753367731993	Thyroid	MCF7	-0.11279753367731993	2226.0
PRDM10	C0027662	0.11289706790318699	Thyroid	MCF7	-0.11289706790318699	2227.0
WWP1	C0027662	0.11294459244560828	Thyroid	MCF7	-0.11294459244560828	2228.0
(MID1)	C0027662	0.11297031980021877	Thyroid	MCF7	-0.11297031980021877	2229.0
C1ORF150	C0027662	0.11301889982446578	Thyroid	MCF7	-0.11301889982446578	2230.0
LOC101927027	C0027662	0.11306547067005768	Thyroid	MCF7	-0.11306547067005768	2231.0
FASTK	C0027662	0.11308662337966624	Thyroid	MCF7	-0.11308662337966624	2232.0
TRIM22	C0027662	0.11334143731417212	Thyroid	MCF7	-0.11334143731417212	2233.0
GTF2A2	C0027662	0.11337929099777277	Thyroid	MCF7	-0.11337929099777277	2234.0
PAX6	C0027662	0.1134824938202329	Thyroid	MCF7	-0.1134824938202329	2235.0
ACVR1B	C0027662	0.11353995849153464	Thyroid	MCF7	-0.11353995849153464	2236.0
RBM34	C0027662	0.11354172787186945	Thyroid	MCF7	-0.11354172787186945	2237.0
NPR2	C0027662	0.11356974591865487	Thyroid	MCF7	-0.11356974591865487	2238.0
ZNF570	C0027662	0.11358512136296317	Thyroid	MCF7	-0.11358512136296317	2239.0
CBLL1	C0027662	0.11358900644899483	Thyroid	MCF7	-0.11358900644899483	2240.0
XLOC_013615	C0027662	0.11367400349194134	Thyroid	MCF7	-0.11367400349194134	2241.0
CSF1R	C0027662	0.11368231700304676	Thyroid	MCF7	-0.11368231700304676	2242.0
NUP50-AS1	C0027662	0.11368879447615554	Thyroid	MCF7	-0.11368879447615554	2243.0
PTEN	C0027662	0.11372263406506278	Thyroid	MCF7	-0.11372263406506278	2244.0
CDK8	C0027662	0.11380452272647323	Thyroid	MCF7	-0.11380452272647323	2245.0
PNCK	C0027662	0.11381955833370361	Thyroid	MCF7	-0.11381955833370361	2246.0
PAK2	C0027662	0.11383546327637362	Thyroid	MCF7	-0.11383546327637362	2247.0
ZNF222	C0027662	0.11385084840275417	Thyroid	MCF7	-0.11385084840275417	2248.0
ZNF619	C0027662	0.11392033320349182	Thyroid	MCF7	-0.11392033320349182	2249.0
ZNF585A	C0027662	0.11395770889588686	Thyroid	MCF7	-0.11395770889588686	2250.0
SLC22A4	C0027662	0.11400963733842595	Thyroid	MCF7	-0.11400963733842595	2251.0
CD55	C0027662	0.1140590048321255	Thyroid	MCF7	-0.1140590048321255	2252.0
HNMT	C0027662	0.11415200313221807	Thyroid	MCF7	-0.11415200313221807	2253.0
ZNF280A	C0027662	0.11424377897673854	Thyroid	MCF7	-0.11424377897673854	2254.0
XIAP	C0027662	0.11425313962983374	Thyroid	MCF7	-0.11425313962983374	2255.0
RAB11FIP3	C0027662	0.11425347039830036	Thyroid	MCF7	-0.11425347039830036	2256.0
XLOC_005086	C0027662	0.11427368746289102	Thyroid	MCF7	-0.11427368746289102	2257.0
DYRK1B	C0027662	0.11441899795301613	Thyroid	MCF7	-0.11441899795301613	2258.0
HMGB3	C0027662	0.11445289591278418	Thyroid	MCF7	-0.11445289591278418	2259.0
CSDA	C0027662	0.11462652289325548	Thyroid	MCF7	-0.11462652289325548	2260.0
CASP7	C0027662	0.11463209356070792	Thyroid	MCF7	-0.11463209356070792	2261.0
TES	C0027662	0.1146404667770442	Thyroid	MCF7	-0.1146404667770442	2262.0
RBCK1	C0027662	0.11466208521197219	Thyroid	MCF7	-0.11466208521197219	2263.0
BTBD12	C0027662	0.11467277601924841	Thyroid	MCF7	-0.11467277601924841	2264.0
BARD1	C0027662	0.11469862444512424	Thyroid	MCF7	-0.11469862444512424	2265.0
SHC1	C0027662	0.11476011420496723	Thyroid	MCF7	-0.11476011420496723	2266.0
OR52B2	C0027662	0.11478694535547485	Thyroid	MCF7	-0.11478694535547485	2267.0
BRAF_V600E	C0027662	0.1148905833109628	Thyroid	MCF7	-0.1148905833109628	2268.0
RBM22	C0027662	0.11507845223717617	Thyroid	MCF7	-0.11507845223717617	2269.0
TUBB	C0027662	0.11508385745141403	Thyroid	MCF7	-0.11508385745141403	2270.0
LOC107984396	C0027662	0.11511651018242464	Thyroid	MCF7	-0.11511651018242464	2271.0
MCOLN1	C0027662	0.1151383008734349	Thyroid	MCF7	-0.1151383008734349	2272.0
PRKY	C0027662	0.11516129120658236	Thyroid	MCF7	-0.11516129120658236	2273.0
NR5A1	C0027662	0.11528110585551099	Thyroid	MCF7	-0.11528110585551099	2274.0
GPR128	C0027662	0.11534250021403358	Thyroid	MCF7	-0.11534250021403358	2275.0
WDR5	C0027662	0.11534435835324408	Thyroid	MCF7	-0.11534435835324408	2276.0
ARIH2	C0027662	0.11536651289236133	Thyroid	MCF7	-0.11536651289236133	2277.0
SKP2	C0027662	0.11537467216122199	Thyroid	MCF7	-0.11537467216122199	2278.0
EGFR_T790M	C0027662	0.11538799141675582	Thyroid	MCF7	-0.11538799141675582	2279.0
ZNF726-1.5	C0027662	0.11541412875048407	Thyroid	MCF7	-0.11541412875048407	2280.0
RNF186	C0027662	0.11541687325019823	Thyroid	MCF7	-0.11541687325019823	2281.0
SDHB	C0027662	0.11543576097999653	Thyroid	MCF7	-0.11543576097999653	2282.0
FEZF2	C0027662	0.11545336830821906	Thyroid	MCF7	-0.11545336830821906	2283.0
HAGLR	C0027662	0.11546053976574933	Thyroid	MCF7	-0.11546053976574933	2284.0
TSSK2	C0027662	0.11546355734271829	Thyroid	MCF7	-0.11546355734271829	2285.0
CYP20A1	C0027662	0.11547267809704309	Thyroid	MCF7	-0.11547267809704309	2286.0
STYK1	C0027662	0.11547914406009618	Thyroid	MCF7	-0.11547914406009618	2287.0
EGFR_L858R	C0027662	0.1154980021397054	Thyroid	MCF7	-0.1154980021397054	2288.0
SETD8	C0027662	0.11553793187790729	Thyroid	MCF7	-0.11553793187790729	2289.0
CDKN1A	C0027662	0.11554694393339093	Thyroid	MCF7	-0.11554694393339093	2290.0
ZNF227	C0027662	0.11555644622978534	Thyroid	MCF7	-0.11555644622978534	2291.0
C1ORF25	C0027662	0.11556537095360297	Thyroid	MCF7	-0.11556537095360297	2292.0
FLT1	C0027662	0.11556933974056605	Thyroid	MCF7	-0.11556933974056605	2293.0
PTK2B	C0027662	0.11559735542899041	Thyroid	MCF7	-0.11559735542899041	2294.0
DPY30	C0027662	0.1156167569585339	Thyroid	MCF7	-0.1156167569585339	2295.0
FZD7	C0027662	0.11565373224279107	Thyroid	MCF7	-0.11565373224279107	2296.0
GPR3	C0027662	0.115667661555373	Thyroid	MCF7	-0.115667661555373	2297.0
FBXO36	C0027662	0.11570515542984594	Thyroid	MCF7	-0.11570515542984594	2298.0
SIP1	C0027662	0.11575045356771974	Thyroid	MCF7	-0.11575045356771974	2299.0
VRK2	C0027662	0.11576295795331482	Thyroid	MCF7	-0.11576295795331482	2300.0
GAS2L1	C0027662	0.11581162464789752	Thyroid	MCF7	-0.11581162464789752	2301.0
MOS	C0027662	0.11581925938053861	Thyroid	MCF7	-0.11581925938053861	2302.0
UGT1A6	C0027662	0.11584951830595014	Thyroid	MCF7	-0.11584951830595014	2303.0
FLT3	C0027662	0.11585487715639531	Thyroid	MCF7	-0.11585487715639531	2304.0
MZT1	C0027662	0.11588821014007977	Thyroid	MCF7	-0.11588821014007977	2305.0
AHR	C0027662	0.11591215939030519	Thyroid	MCF7	-0.11591215939030519	2306.0
A2M	C0027662	0.11596160101964026	Thyroid	MCF7	-0.11596160101964026	2307.0
SLC16A13_REF	C0027662	0.11597204584963372	Thyroid	MCF7	-0.11597204584963372	2308.0
SLC16A11_V113I	C0027662	0.11598319025720805	Thyroid	MCF7	-0.11598319025720805	2309.0
MRPS31	C0027662	0.11600076175008056	Thyroid	MCF7	-0.11600076175008056	2310.0
KLRB1-I168T	C0027662	0.11600576270288887	Thyroid	MCF7	-0.11600576270288887	2311.0
KCTD1	C0027662	0.1160176884963866	Thyroid	MCF7	-0.1160176884963866	2312.0
SMR3A	C0027662	0.11605861433838816	Thyroid	MCF7	-0.11605861433838816	2313.0
BCR-ABL_Q346H	C0027662	0.11606628491273996	Thyroid	MCF7	-0.11606628491273996	2314.0
RAPGEF4	C0027662	0.11606893623288062	Thyroid	MCF7	-0.11606893623288062	2315.0
LAGE3	C0027662	0.11613266709105186	Thyroid	MCF7	-0.11613266709105186	2316.0
BPHL	C0027662	0.11617758814235835	Thyroid	MCF7	-0.11617758814235835	2317.0
BEND5	C0027662	0.11618321263360476	Thyroid	MCF7	-0.11618321263360476	2318.0
ERCC6	C0027662	0.11621646064048052	Thyroid	MCF7	-0.11621646064048052	2319.0
ZNF497	C0027662	0.11623706212349838	Thyroid	MCF7	-0.11623706212349838	2320.0
PRKAA1	C0027662	0.11624444620516539	Thyroid	MCF7	-0.11624444620516539	2321.0
ZBTB48	C0027662	0.11624880191498566	Thyroid	MCF7	-0.11624880191498566	2322.0
DTNA	C0027662	0.11625777189109254	Thyroid	MCF7	-0.11625777189109254	2323.0
ZSCAN21	C0027662	0.11625812374494715	Thyroid	MCF7	-0.11625812374494715	2324.0
BCR-ABL_M472I	C0027662	0.116263420419212	Thyroid	MCF7	-0.116263420419212	2325.0
MED21	C0027662	0.11626506134748793	Thyroid	MCF7	-0.11626506134748793	2326.0
CDKL4	C0027662	0.11626559107188983	Thyroid	MCF7	-0.11626559107188983	2327.0
TPD52L3	C0027662	0.11627545306357734	Thyroid	MCF7	-0.11627545306357734	2328.0
BCR-ABL	C0027662	0.11627615378012868	Thyroid	MCF7	-0.11627615378012868	2329.0
RAB11FIP2	C0027662	0.11631572140701585	Thyroid	MCF7	-0.11631572140701585	2330.0
GRB10	C0027662	0.11634827564228678	Thyroid	MCF7	-0.11634827564228678	2331.0
FBXO18	C0027662	0.116350401679858	Thyroid	MCF7	-0.116350401679858	2332.0
MEF2D	C0027662	0.11636092428001255	Thyroid	MCF7	-0.11636092428001255	2333.0
