gene	entrezgene
TERT	hsa:7015
ZNF503	hsa:84858
FANCG	hsa:2189
KLHL29	hsa:114818
FEZF2	hsa:55079
ZFP2	hsa:80108
TNFSF13B	hsa:10673
TLR8	hsa:51311
FLI1	hsa:2313
PGD	hsa:5226
SH3BGRL2	hsa:83699
BTRC	hsa:8945
PIGA	hsa:5277
PSMG1	hsa:8624
APOA2	hsa:336
PRKACB	hsa:5567
LRCH1	hsa:23143
APOA1	hsa:335
RAB5A	hsa:5868
SMNDC1	hsa:10285
DHRS7	hsa:51635
LINC01311	hsa:100652736
ZKSCAN1	hsa:7586
CTXND1	hsa:100996492
SOCS5	hsa:9655
FERD3L	hsa:222894
SLC25A5	hsa:292
ZNF417	hsa:147687
RPN2	hsa:6185
TNNI3K	hsa:51086
PNKP	hsa:11284
TUT1	hsa:64852
UGT1A9	hsa:54600
FGF10	hsa:2255
SPRY1	hsa:10252
RSU1	hsa:6251
PSMD4	hsa:5710
ATOH1	hsa:474
SLC7A1	hsa:6541
ATP6V1D	hsa:51382
HYAL1	hsa:3373
TSG101	hsa:7251
NBDY	hsa:550643
CLOCK	hsa:9575
MAP3K8	hsa:1326
VEGFB	hsa:7423
EPHA2	hsa:1969
PRKCH	hsa:5583
ETV5	hsa:2119
PNN	hsa:5411
PIM3	hsa:415116
MAP7	hsa:9053
DPY30	hsa:84661
TRHDE-AS1	hsa:283392
COG2	hsa:22796
COX7B	hsa:1349
GPR39	hsa:2863
PDXK	hsa:8566
STAMBP	hsa:10617
ZSCAN1	hsa:284312
PRKAB1	hsa:5564
BLMH	hsa:642
MAP2K5	hsa:5607
PNCK	hsa:139728
RBM45	hsa:129831
S100B	hsa:6285
ACY1	hsa:95
ARRB1	hsa:408
DDAH2	hsa:23564
RDX	hsa:5962
SNX7	hsa:51375
EIF4H	hsa:7458
BRD3	hsa:8019
GPR151	hsa:134391
IGF1R	hsa:3480
HLA-DRB5	hsa:3127
ATF4	hsa:468
RPL11	hsa:6135
TPD52L3	hsa:89882
HMGB4	hsa:127540
ZNF24	hsa:7572
DNAJB6	hsa:10049
PTEN	hsa:5728
ZNF536	hsa:9745
NTRK1	hsa:4914
ITLN1	hsa:55600
ORMDL1	hsa:94101
RRP8	hsa:23378
LOC101929977	hsa:101929977
GBA	hsa:2629
FAM102A	hsa:399665
ARNTL	hsa:406
WDR61	hsa:80349
ARNTL2	hsa:56938
CLECL1	hsa:160365
PKM2	hsa:5315
YARS	hsa:8565
AES	hsa:166
BIRC5	hsa:332
GGT1	hsa:2678
KCNK2	hsa:3776
PHB	hsa:5245
SLC52A2	hsa:79581
TUBB4B	hsa:10383
ADC	hsa:113451
ADCK3	hsa:56997
ADCK4	hsa:79934
ADRBK1	hsa:156
ADSS	hsa:159
ALS2CR7	hsa:65061
AOF2	hsa:23028
ATP5A1	hsa:498
ATP5B	hsa:506
ATP5C1	hsa:509
ATP5D	hsa:513
ATP5F1	hsa:515
ATP5H	hsa:10476
ATP5L	hsa:10632
ATP5S	hsa:27109
B3GNT1	hsa:10678
BRP44	hsa:25874
BTBD12	hsa:84464
C16ORF5	hsa:29965
C16ORF80	hsa:29105
C19ORF10	hsa:56005
C1ORF25	hsa:81627
C20ORF194	hsa:25943
C5ORF62	hsa:85027
C9ORF11	hsa:54586
CARS	hsa:833
CCBL1	hsa:883
CCDC79	hsa:283847
CCDC90A	hsa:63933
CCRN4L	hsa:25819
CD97	hsa:976
CDC2L1	hsa:984
CDC2L5	hsa:8621
CDC2L6	hsa:23097
CSDA	hsa:8531
CTGF	hsa:1490
CTSL1	hsa:1514
CTSL2	hsa:1515
CXCR7	hsa:57007
DARS	hsa:1615
DCAMKL2	hsa:166614
DEPDC6	hsa:64798
DGCR14	hsa:8220
DKFZP761P0423	hsa:157285
EIF2C1	hsa:26523
ERO1L	hsa:30001
FAM127A	hsa:8933
FBXL10	hsa:84678
FBXO18	hsa:84893
FGFR1OP	hsa:11116
FLJ23356	hsa:84197
G6PC	hsa:2538
GPER	hsa:2852
GPR114	hsa:221188
GPR128	hsa:84873
GSG2	hsa:83903
H2AFX	hsa:3014
H2AFY	hsa:9555
H2AFY2	hsa:55506
HIST1H1A	hsa:3024
HIST1H1T	hsa:3010
HIST1H2AC	hsa:8334
HIST1H2BD	hsa:3017
HIST1H2BK	hsa:85236
HIST2H2BE	hsa:8349
HN1L	hsa:90861
HRSP12	hsa:10247
ICK	hsa:22858
IL8	hsa:3576
JMJD1A	hsa:55818
JMJD1B	hsa:51780
JMJD2B	hsa:23030
JMJD2D	hsa:55693
JMJD5	hsa:79831
KARS	hsa:3735
KIAA0317	hsa:9870
KIAA0415	hsa:9907
KIAA0494	hsa:9813
KIAA1279	hsa:26128
KIAA1683	hsa:80726
KSR	hsa:10256
LARP2	hsa:55132
LARS	hsa:51520
LASS2	hsa:29956
LASS3	hsa:204219
LASS4	hsa:79603
LEPRE1	hsa:64175
LIN28	hsa:79727
LYK5	hsa:92335
MGC16169	hsa:93627
MINA	hsa:84864
MKI67IP	hsa:84365
MLL5	hsa:55904
MTERFD1	hsa:51001
MYST2	hsa:11143
NARFL	hsa:64428
NOTCH2NL	hsa:388677
NOV	hsa:4856
O3FAR1	hsa:338557
PAK7	hsa:57144
PAPD7	hsa:11044
PCTK3	hsa:5129
PFTK2	hsa:65061
PHF17	hsa:79960
PIP5K3	hsa:200576
PPAP2A	hsa:8611
PPAP2B	hsa:8613
PPP2R4	hsa:5524
PRKRIR	hsa:5612
PTPLA	hsa:9200
PTRF	hsa:284119
PVRL1	hsa:5818
PVRL2	hsa:5819
RAGE	hsa:177
RARRES3	hsa:5920
RDBP	hsa:7936
RFWD2	hsa:64326
RG9MTD3	hsa:158234
RIPK5	hsa:25778
RNF219	hsa:79596
RTCD1	hsa:8634
SARS	hsa:54938
SC5DL	hsa:6309
SETD8	hsa:387893
SQRDL	hsa:58472
SUV420H1	hsa:51111
TADA2L	hsa:6871
TCEB3	hsa:6924
TCEB3B	hsa:51224
TMEM110	hsa:375346
TMEM5	hsa:10329
TSTA3	hsa:7264
UFD1L	hsa:7353
VARS	hsa:57176
WARS	hsa:7453
WHSC1L1	hsa:54904
ZAK	hsa:51776
ZCCHC11	hsa:23318
ZCCHC6	hsa:79670
ZFP112	hsa:7771
ZNF187	hsa:7741
ZNF192	hsa:7745
ZNF193	hsa:7746
ZNF238	hsa:10472
ZNF285A	hsa:26974
ZNF322A	hsa:79692
ZNF323	hsa:64288
ZNF509	hsa:166793
ZNF645	hsa:158506
ZNF673	hsa:55634
ZUFSP	hsa:221302
ZRSR1	hsa:7310
(AC074117.10)	hsa:105374363
(AC074117.10_MUT)	hsa:105374363
(AC084809.2)	hsa:102724715
(ASNSD1)	hsa:54529
(B3GNT5)	hsa:84002
(CBR3-AS1)	hsa:100506428
(CD27-AS1)	hsa:678655
(CHST2)	hsa:9435
(DDIT3)	hsa:1649
(DLG5-AS1)	hsa:100128292
(EIF1B)	hsa:10289
(EMC3-AS1)	hsa:442075
(EMX2OS)	hsa:196047
(ENTPD1-AS1)	hsa:728558
(ERVK3-1)	hsa:105372481
(FAM220A)	hsa:84792
(FAM83H-AS1)	hsa:642574
(FAM83H-AS1_MUT)	hsa:642574
(FOXD3-AS1)	hsa:100996301
(FOXD3-AS1_MUT)	hsa:100996301
(HLA-F-AS1)	hsa:285830
(LINC00240)	hsa:100133205
(LINC00667)	hsa:339290
(LINC00842)	hsa:643650
(LINC01004)	hsa:100216546
(LINC01184)	hsa:644873
(LINC01399)	hsa:104310353
(LINC01589)	hsa:100506737
(LINC01589_MUT)	hsa:100506737
(LINC02081.2)	hsa:101928710
(LIPE-AS1)	hsa:100996307
(LOC100130987)	hsa:100130987
(LOC100505549)	hsa:100505549
(LOC100506302)	hsa:100506302
(LOC102724434)	hsa:102724434
(LOC105372440)	hsa:105372440
(LOC400553)	hsa:400553
(LOXL1-AS1)	hsa:100287616
(MAF1)	hsa:84232
(MID1)	hsa:4281
(MIF-AS1)	hsa:284889
(MIR924HG)	hsa:647946
(MIRLET7BHG)	hsa:400931
(PCBP1-AS1)	hsa:400960
(PCBP1-AS1_MUT)	hsa:400960
(PIK3R1)	hsa:5295
(PNRC2)	hsa:55629
(PTP4A1)	hsa:7803
(RGMB-AS1)	hsa:503569
(SLC35A4)	hsa:113829
(SLC35A4_MUT)	hsa:113829
(SNHG1_MUT)	hsa:23642
(SOCS2)	hsa:8835
(TMCC1-AS1_MUT)	hsa:100507032
(UBA6-AS1)	hsa:550112
(UBA6-AS1_MUT)	hsa:550112
(USP2-AS1)	hsa:100499227
(ZNF788.1)	hsa:388507
AATK-AS1	hsa:388428
ABL1_G2A	hsa:25
ABL1_T315I	hsa:25
ALK_F1174L	hsa:238
ALK_R1275Q	hsa:238
ALK_T1151M	hsa:238
ASNA1	hsa:439
ATPIF1	hsa:93974
BAIAP2-AS1	hsa:440465
BCR-ABL	hsa:613
BCR-ABL	hsa:25
BCR-ABL_A269V	hsa:613
BCR-ABL_A269V	hsa:25
BCR-ABL_D276V	hsa:613
BCR-ABL_D276V	hsa:25
BCR-ABL_E236K	hsa:613
BCR-ABL_E236K	hsa:25
BCR-ABL_E279K	hsa:613
BCR-ABL_E279K	hsa:25
BCR-ABL_E281K	hsa:613
BCR-ABL_E281K	hsa:25
BCR-ABL_E282D	hsa:613
BCR-ABL_E282D	hsa:25
BCR-ABL_E285K	hsa:613
BCR-ABL_E285K	hsa:25
BCR-ABL_E286K	hsa:613
BCR-ABL_E286K	hsa:25
BCR-ABL_E292Q	hsa:613
BCR-ABL_E292Q	hsa:25
BCR-ABL_E316D	hsa:613
BCR-ABL_E316D	hsa:25
BCR-ABL_E450K	hsa:613
BCR-ABL_E450K	hsa:25
BCR-ABL_E494A	hsa:613
BCR-ABL_E494A	hsa:25
BCR-ABL_E499K	hsa:613
BCR-ABL_E499K	hsa:25
BCR-ABL_F311L	hsa:613
BCR-ABL_F311L	hsa:25
BCR-ABL_F317L	hsa:613
BCR-ABL_F317L	hsa:25
BCR-ABL_F382A	hsa:613
BCR-ABL_F382A	hsa:25
BCR-ABL_F486S	hsa:613
BCR-ABL_F486S	hsa:25
BCR-ABL_G250E	hsa:613
BCR-ABL_G250E	hsa:25
BCR-ABL_G321D	hsa:613
BCR-ABL_G321D	hsa:25
BCR-ABL_G372R	hsa:613
BCR-ABL_G372R	hsa:25
BCR-ABL_H396P	hsa:613
BCR-ABL_H396P	hsa:25
BCR-ABL_H396R	hsa:613
BCR-ABL_H396R	hsa:25
BCR-ABL_I352K	hsa:613
BCR-ABL_I352K	hsa:25
BCR-ABL_I502M	hsa:613
BCR-ABL_I502M	hsa:25
BCR-ABL_K271N	hsa:613
BCR-ABL_K271N	hsa:25
BCR-ABL_L248R	hsa:613
BCR-ABL_L248R	hsa:25
BCR-ABL_L451M	hsa:613
BCR-ABL_L451M	hsa:25
BCR-ABL_M244I	hsa:613
BCR-ABL_M244I	hsa:25
BCR-ABL_M278K	hsa:613
BCR-ABL_M278K	hsa:25
BCR-ABL_M472I	hsa:613
BCR-ABL_M472I	hsa:25
BCR-ABL_N374S	hsa:613
BCR-ABL_N374S	hsa:25
BCR-ABL_Q252H	hsa:613
BCR-ABL_Q252H	hsa:25
BCR-ABL_Q300H	hsa:613
BCR-ABL_Q300H	hsa:25
BCR-ABL_Q346H	hsa:613
BCR-ABL_Q346H	hsa:25
BCR-ABL_T224A	hsa:613
BCR-ABL_T224A	hsa:25
BCR-ABL_T315I	hsa:613
BCR-ABL_T315I	hsa:25
BCR-ABL_V289F	hsa:613
BCR-ABL_V289F	hsa:25
BCR-ABL_V339A	hsa:613
BCR-ABL_V339A	hsa:25
BCR-ABL_Y253H	hsa:613
BCR-ABL_Y253H	hsa:25
BCR-ABL_Y440C	hsa:613
BCR-ABL_Y440C	hsa:25
BRAF_A727V	hsa:673
BRAF_D594V	hsa:673
BRAF_E586K	hsa:673
BRAF_G464V	hsa:673
BRAF_G466A	hsa:673
BRAF_G466E	hsa:673
BRAF_G466V	hsa:673
BRAF_G469A	hsa:673
BRAF_G469E	hsa:673
BRAF_G596R	hsa:673
BRAF_K601E	hsa:673
BRAF_V600E	hsa:673
C14ORF101	hsa:54916
C15ORF23	hsa:90417
C15ORF53	hsa:400359
C16orf5	hsa:29965
C16orf80	hsa:29105
C19orf10	hsa:56005
C1ORF106	hsa:55765
C1ORF150	hsa:148823
C20ORF72	hsa:92667
C5ORF56	hsa:441108
C5orf62	hsa:85027
CCDC6-PDGFRB	hsa:8030
CCDC6-PDGFRB	hsa:5159
CLEC2D-V1	hsa:29121
CLEC2D-V2	hsa:29121
CTB-41I6.1	hsa:101928235
CTBP1-AS2	hsa:92070
DARC	hsa:2532
DNAJB1-PRKACA	hsa:3337
DNAJB1-PRKACA	hsa:5566
EGFR_DEL3	hsa:1956
EGFR_G719S	hsa:1956
EGFR_INSNPG	hsa:1956
EGFR_L858R	hsa:1956
EGFR_L858R_T790M	hsa:1956
EGFR_T790M	hsa:1956
EGFR_VIII	hsa:1956
EIF3J-AS1	hsa:645212
ERBB2IP	hsa:55914
ERBB4_E836K	hsa:2066
ERBB4_E872K	hsa:2066
ETV6-PDGFRB	hsa:2120
ETV6-PDGFRB	hsa:5159
FAM116A	hsa:201627
FAM134C	hsa:162427
FAM173B	hsa:134145
FAM196A	hsa:642938
FAM5C	hsa:339479
FIGF	hsa:2277
FLJ37453	hsa:729614
FLJ46906	hsa:441172
FLT3_D835Y	hsa:2322
FLT3_ITD	hsa:2322
GCET2	hsa:257144
GPR172A	hsa:79581
H1FOO	hsa:132243
HIST1H1B	hsa:3009
HIST1H1C	hsa:3006
HIST1H1E	hsa:3008
HIST1H2AL	hsa:8332
HIST1H3A	hsa:8350
HIST1H3B	hsa:8358
HSF1_H2F2	hsa:3297
IFIH1-V2	hsa:64135
KLRB1-I168T	hsa:3820
LINC-C7ORF23	hsa:79161
LINC-CTDSP2-1	hsa:10106
LINC-LAMA1-5	hsa:284217
LINC-LRFN5-1	hsa:145581
LINC-MAP3K9-1	hsa:4293
LINC-SPANXB1-2	hsa:728695
LINC-WNT8B	hsa:7479
LINC-ZNF681-4	hsa:148213
LINC-ZNF726-1	hsa:730087
LINC00094	hsa:266655
LINC00493	hsa:388789
LINC00634	hsa:339674
LINC00909	hsa:400657
LINC01578	hsa:100507217
LINC02001	hsa:105371743
LINC02081	hsa:101928710
LINC02486	hsa:54553
LOC100132215	hsa:100132215
LOC100133315	hsa:100133315
MARS	hsa:4141
METTL21B	hsa:25895
MET_Y1248C	hsa:4233
MET_Y1252C	hsa:4233
MMP24-AS1	hsa:101410538
MTOR_KIN	hsa:2475
NCBP2-AS2	hsa:152217
NUP50-AS1	hsa:100506714
OSER1-AS1	hsa:100505783
P62-666SQSTM1	hsa:8878
PP14571	hsa:100130449
PRKR	hsa:5610
PSMD5-AS1	hsa:253039
RASGRP1-V1	hsa:10125
RASGRP1-V2	hsa:10125
RET_M918T	hsa:5979
RNF144A-AS1	hsa:386597
ROS	hsa:6098
SEPT4-AS1	hsa:101927688
SIP1	hsa:9839
SLC16A11_D127G	hsa:162515
SLC16A11_DBL	hsa:162515
SLC16A11_G340S	hsa:162515
SLC16A11_L187L	hsa:162515
SLC16A11_P443T	hsa:162515
SLC16A11_QNT	hsa:162515
SLC16A11_REF	hsa:162515
SLC16A11_V113I	hsa:162515
SLC16A13_REF	hsa:201232
SMAD7|CPS1|SUZ12|FAM5C	hsa:4092
SMAD7|CPS1|SUZ12|FAM5C	hsa:1373
SMAD7|CPS1|SUZ12|FAM5C	hsa:23512
SMAD7|CPS1|SUZ12|FAM5C	hsa:339479
SMIM25	hsa:100506115
SP110A	hsa:3431
SP110B	hsa:3431
SPTY2D1-AS1	hsa:100506540
SRP14-AS1	hsa:100131089
TAGAP-A	hsa:117289
TAGAP-B	hsa:117289
TAGAP-C	hsa:117289
TUBB2C	hsa:10383
UBASH3A-K387N	hsa:53347
UBR5-AS1	hsa:101927221
USP27X-AS1	hsa:158572
WBSCR17	hsa:64409
WISP2	hsa:8839
ZFP161	hsa:7541
ZNF321	hsa:399669
ZNF726-1.5	hsa:730087
ZNF788	hsa:388507
